PCA1,PCA2,Target
0.9805378002203972,-0.32393014512819135,0
-0.3738361526836034,-0.9036782126572713,1
-0.6428521347876311,-0.8450809081890974,1
0.3805376422302011,-0.5261360310140203,0
0.48131996257239484,-0.522947275154832,0
-0.929491382569701,-1.018591276498308,1
1.0326794687584149,-0.3959917518810279,0
1.9598541632123967,-0.08535584551192132,0
0.3497640918550154,-0.47215003504599146,0
1.6163603595064384,-0.19894872154147958,0
2.021811660392713,-0.10978226580985218,0
2.040666055162113,-0.05997638164638661,0
0.6253945043033039,0.11194785794909716,0
0.3037140258621594,-0.5117301781113804,0
-0.770372333448438,-0.2018014652582185,1
0.014297694507176937,-0.7471791258719651,1
0.9638773532724856,-0.3764034604797738,0
0.11521481025329876,-0.6947513995057109,0
0.6362692905509268,0.5723076218818239,0
1.179485127777564,-0.23123750186218,0
1.5522866946528409,-0.09517220538991715,0
-0.3369720127224726,2.2254767758771026,2
1.2187433177574594,0.1671152429841633,0
0.8877400779332912,1.6722023436501015,0
1.6682947028822712,0.3416601321269762,0
0.8986461456139118,0.003988160260234335,0
1.499328059858912,0.01420743100620277,0
1.2444532094632317,-0.014619688820893753,0
-0.002497712726268217,1.4388471603018886,2
0.7539763513499377,-0.4235030928791407,0
1.533849771786219,1.471709169454724,0
2.28397260307319,0.18633279463480634,0
2.2116222420605522,0.6700597532005576,0
0.8747990493915696,-0.3547439737745178,0
1.469310190854239,-0.1686776611568034,0
1.2117206310041044,0.04074254177637033,0
1.8832165988711476,-0.03136989239453381,0
1.0097610633160767,2.649744207198345,2
1.6527218893539832,1.0833234078987608,0
2.4905958131604202,0.5952658090669234,0
1.6768431893867022,1.7130101388461547,0
0.02869031920595846,1.896325444918304,2
1.8256921101884076,0.8018941058742873,0
1.8170149625165435,1.1161741254532263,0
1.863499419192594,0.7402442301251237,0
1.6881593053766828,0.23178560950093532,0
1.8783655965522559,0.20363596653296337,0
2.2349138596523495,0.4160438988889491,0
1.5377089369413388,1.3554578071736572,0
2.753766370235543,0.9862704799720112,0
1.9767834593598912,0.2548135807786087,0
-0.4075626843129349,1.4642811874091979,2
2.4688551543570876,0.9444945570099644,0
1.7690605717984453,0.1645827003908032,0
-0.8527263530216683,2.6160658825529937,2
1.2350804591152165,0.2658713012155937,0
0.708132912537334,0.03149941783976644,0
1.8368714725464972,0.23411386732290496,0
0.5775785563891157,-0.26396046156467223,0
1.0853001900723067,0.04233072268745108,0
0.662139897758827,2.0838354021556365,2
-0.15688732479968084,1.132464557822468,2
0.7233243470151045,1.6347759391679086,0
1.2785026530673513,1.1621676765123607,0
1.8195951141288034,1.7355903486914253,0
1.4978995500182446,0.6526576818326104,0
1.4896641137145545,0.9428383274394545,0
1.895657036583935,0.5873382684132421,0
-1.9084935952179691,4.334467730952133,2
-0.6777492069871208,1.243559810066147,2
-1.243466059525915,3.884798321467331,2
1.1706195095261618,0.42157570195557686,0
1.4566452818084918,0.1768424900860416,0
0.31352135919649177,1.9512532336079451,2
1.3096124030092962,0.5250914373270542,0
1.406207640831249,0.19392476014526733,0
2.482806046242779,0.44773361481221174,0
2.1030207691117497,0.16523527169800334,0
2.5635907210987945,0.3058336529283842,0
2.2484542642609,0.20534720331227954,0
-0.3865546711919748,2.7919068701297642,2
1.4813205752547094,1.2837725159093778,0
-0.9161919934927765,0.6503751334151113,2
1.7689327778225665,1.182012163084734,0
1.0438104262489443,0.4614111826757874,0
1.018340111085239,0.9159373398341034,0
-0.12181382436041985,2.276048773485117,2
0.5830407590808031,1.3866719913220067,0
2.203980306964462,0.5999643499172039,0
-0.5201667534947938,-0.6348131885095183,1
0.05229940110075405,5.332605629492376,2
-0.306173115826317,0.8317862248929528,2
-0.30999798690112396,3.84962207630143,2
1.080230951712536,0.734514944763578,0
0.36010805171559207,1.2603321865812558,0
1.1150068697836526,0.16308951479161474,0
2.297108248742068,0.37918904186997493,0
2.274550918783144,0.992869867685737,0
2.7389239100209473,0.7220587258137607,0
1.7796488400813786,0.24005272792257262,0
1.3602677730936956,1.1151317466098307,0
1.6014273725062416,0.4546696549944412,0
1.7576105776282476,0.16628995690254655,0
2.2386953366173232,0.3570748792471612,0
2.0561486634791386,0.6145140092497245,0
1.4943357302467761,1.3800747476919129,0
-0.9402895598150891,3.211033528868556,2
1.6425829190889334,0.8670567723931012,0
1.8230448333495823,0.11340435158715333,0
0.4938935908613769,-0.30957784565722973,0
-0.2970159198144185,1.2451302361283088,2
