timestamp,cpu_usage,memory_usage,temperature,battery_drain,battery_charging,upload_speed_kbps,download_speed_kbps,screen_on
2026-03-07 16:26:40,-0.07842452930896893,-0.7481445535358949,-0.29035212003235095,-0.1425832686475793,0.0,-0.5797780909649924,-0.3527751980692515,1.0
2026-03-07 16:26:48,-0.15474069242076044,-0.7481445535358949,-0.29035212003235095,-0.17098050058518077,0.0,-0.5881373768102751,-0.3527751980692515,1.0
2026-03-07 16:26:56,-0.15474069242076044,-0.7481445535358949,-0.29035212003235095,-0.22777496446038367,0.0,0.546853661550665,0.7264720355243115,1.0
2026-03-07 16:27:00,0.15052396002640564,-0.7481445535358949,-0.29035212003235095,-0.19227842453838184,0.0,-0.1319389832471793,-0.34683576051637194,1.0
2026-03-07 16:27:04,-0.15474069242076044,-0.7481445535358949,-0.29035212003235095,-0.04319295686597422,0.0,-0.20385923438804537,-0.3527751980692515,1.0
2026-03-07 16:27:08,0.07420779691461413,-0.7481445535358949,-0.29035212003235095,-0.09998742074117713,0.0,-0.38386069958547014,-0.3527751980692515,1.0
2026-03-07 16:27:12,0.4557886124735717,-0.7481445535358949,-0.29035212003235095,-0.02189503291277313,0.0,-0.40096644157604094,-0.3527751980692515,1.0
2026-03-07 16:27:20,0.8373694280325293,-0.7481445535358949,-0.29035212003235095,-0.47625074391439637,0.0,1.648924599973941,0.08919608994230559,1.0
2026-03-07 16:27:24,-0.15474069242076044,-0.7481445535358949,-0.29035212003235095,-1.037096074682025,0.0,-0.45638777542397246,-0.28279368692968687,1.0
2026-03-07 16:27:28,-0.15474069242076044,-0.7481445535358949,-0.29035212003235095,-0.2632715043823855,0.0,0.1639162896408064,-0.3088139262001007,1.0
2026-03-07 16:27:32,-0.07842452930896893,-0.7481445535358949,-0.29035212003235095,-0.2632715043823855,0.0,0.9511085642917326,0.07336697967443004,1.0
2026-03-07 16:27:36,-0.15474069242076044,-0.7481445535358949,-0.29035212003235095,-0.09998742074117713,0.0,0.04778971979021223,-0.3468283846125706,1.0
2026-03-07 16:27:40,0.07420779691461413,-0.7481445535358949,-0.3604873841598183,-0.2419735804291844,0.0,-0.41743939635612254,-0.3527751980692515,1.0
2026-03-07 16:27:44,-0.15474069242076044,-0.7481445535358949,-0.3604873841598183,-0.0857888047723764,0.0,-0.21952062409413237,-0.33358718819695976,1.0
2026-03-07 16:27:48,-0.07842452930896893,-0.7481445535358949,-0.3604873841598183,0.04199873894683014,0.0,-0.034513811427099444,-0.3527751980692515,1.0
2026-03-07 16:27:52,0.4557886124735717,-0.7481445535358949,-0.3604873841598183,0.04199873894683014,0.0,-0.5965299679439903,-0.3527751980692515,1.0
2026-03-07 16:27:56,0.07420779691461413,-0.7481445535358949,-0.3604873841598183,0.03489943096242978,0.0,0.9317247791122856,-0.3285853907991509,1.0
2026-03-07 16:28:00,0.22684012313819715,-0.7481445535358949,-0.3604873841598183,-0.10708672872557749,0.0,-0.579644475181067,-0.3527751980692515,1.0
2026-03-07 16:28:04,0.07420779691461413,-0.7481445535358949,-0.3604873841598183,0.027800122978029414,0.0,-0.20385923438804537,-0.3527751980692515,1.0
2026-03-07 16:28:08,-0.15474069242076044,-0.7481445535358949,-0.3604873841598183,0.0490980469312305,0.0,-0.20446972845416472,-0.3527751980692515,1.0
2026-03-07 16:28:12,0.15052396002640564,-0.7481445535358949,-0.3604873841598183,0.006502199024828324,0.0,-0.39996130000621444,-0.3527751980692515,1.0
2026-03-07 16:28:16,-0.0021083661971774015,-0.7481445535358949,-0.3604873841598183,-0.028994340897173492,0.0,0.1893767451896741,-0.3273726327261076,1.0
2026-03-07 16:28:20,-0.15474069242076044,-0.7481445535358949,-0.3604873841598183,-0.0005971089595720398,0.0,1.0537503780499127,-0.2924287036277079,1.0
2026-03-07 16:28:24,0.9136855911443209,-1.3808811735939708,-0.3604873841598183,-3.5005559452689514,0.0,0.14717969996632108,-0.3210840019359719,1.0
2026-03-07 16:28:28,2.3636926902683597,-1.1699689669079454,-0.3604873841598183,-0.8667126830564164,0.0,2.1349678222883712,-0.24774720877598788,1.0
2026-03-07 16:30:36,1.9821118747094022,0.5173286865802565,-0.3604873841598183,-0.12128534469437821,0.0,-0.2125343426632898,-0.34503681534583275,1.0
2026-03-07 16:30:40,-0.30737301864434347,0.7282408932662818,-0.3604873841598183,-0.30586735228878764,0.0,-0.13831389942536002,-0.29600394523545537,1.0
2026-03-07 16:30:44,-0.6889538342033011,0.7282408932662818,-0.3604873841598183,-0.32716527624198877,0.0,-0.45670751819337496,-0.34826872802023195,1.0
2026-03-07 17:07:12,0.4557886124735717,0.3064164798942313,-0.46569028035101984,-0.050292264850374586,0.0,1.1258058708049536,-0.15629996293114506,1.0
2026-03-07 17:07:20,2.8979058320509004,0.7282408932662818,-0.46569028035101984,-0.31296666027318804,0.0,1.9352937706879705,-0.2194862795249992,1.0
2026-03-07 17:07:24,-0.0021083661971774015,0.5173286865802565,-0.46569028035101984,-0.2916687363199869,0.0,0.36135560352376994,-0.06573581556563114,1.0
2026-03-07 17:17:40,-0.0021083661971774015,0.7282408932662818,-1.0618400254344937,-0.1993777325227822,0.0,-0.5892324750254687,-0.3527751980692515,1.0
2026-03-07 17:17:44,-0.15474069242076044,0.7282408932662818,-1.0618400254344937,0.05619735491563087,0.0,-0.0038388717134220586,5.01909935826815,1.0
