cpu_usage,memory_usage,temperature,battery_drain,upload_speed_kbps,download_speed_kbps,Target
34.0,72.0,31.7,-201.0,1.316025,0.0252894680000004,1
72.0,73.0,33.7,-270.0,4.1690865,9.922499,2
62.0,77.0,31.5,-458.0,0.4425657,0.2212828500000001,1
58.0,74.0,31.9,-306.0,4.0136204,0.2592967000000006,1
24.0,72.0,34.2,-77.0,0.0318995939999999,0.0695991139999998,0
24.0,66.0,30.3,-7.000000000000028,0.8704129500000001,0.4509662400000005,0
24.0,74.0,34.7,-54.0,0.0,0.0,0
44.0,75.0,35.5,-148.0,4.007408,42.934467,2
35.0,76.0,30.6,-94.0,7.341989500000001,2.0877984000000005,2
55.0,79.0,32.8,-268.0,0.5929477000000001,0.0764308650000002,1
41.0,73.0,37.0,-160.0,0.0,0.0,1
24.0,67.0,28.5,-20.99999999999997,1.0162445,0.0,0
58.0,75.0,35.8,-503.0000000000001,1.5448638999999995,1.3443873000000002,1
24.0,66.0,29.7,-28.0,0.3912045399999999,0.036705613,0
45.0,76.0,32.7,-261.0,0.5130474000000002,0.2496037500000008,1
24.0,68.0,28.5,-27.0,0.0434779229999999,0.0,0
44.0,74.0,36.0,-210.0,0.8374689000000001,0.1231001800000006,1
24.0,66.0,32.5,-27.0,0.6499125400000001,0.3249562700000004,0
26.0,66.0,32.0,-95.0,0.66170657,0.1444604799999997,0
24.0,68.0,29.1,-26.0,0.3537041000000002,0.0,0
27.0,68.0,31.0,-35.0,0.36778373,0.0,0
37.0,68.0,31.0,-170.0,1.3912804,0.2714693499999998,0
35.0,74.0,31.2,-181.0,0.31381726,1.365202000000001,1
24.0,67.0,28.2,-26.0,0.33925247,0.0,0
35.0,78.0,34.2,-220.0,0.0,0.0,1
55.0,71.0,33.9,-180.0,1.1984643,0.6231723000000011,1
33.0,66.0,30.9,-10.000000000000057,0.1925785199999999,0.6194619999999995,0
24.0,66.0,28.6,-27.0,0.6764906000000002,0.0,0
35.0,81.0,34.4,-152.0,0.0861601699999999,0.0750271100000006,1
24.0,66.0,30.7,-28.0,0.24166456,0.0937192960000006,0
38.0,60.0,36.5,-249.0,0.0,0.0,1
45.0,73.0,36.2,-332.0,4.027805,11.023389,2
24.0,66.0,32.5,-35.0,0.05223811,0.015236116,0
35.0,72.0,34.9,-155.0,0.0,0.0,1
62.0,78.0,35.3,-523.0,4.848402499999999,49.130783,2
44.0,76.0,33.1,-221.0,5.073403,3.8259244,2
41.0,75.0,36.5,-222.0,5.139636999999999,45.81080999999999,2
50.0,72.0,33.9,-181.0,0.3552461600000001,0.0733818999999997,1
35.0,74.0,33.7,-165.0,0.1273248999999999,0.0636624500000002,1
62.0,70.0,37.4,-254.0,0.1271035100000001,0.0635517540000005,1
49.0,77.0,31.5,-230.0,2.4240327,1.0618507000000008,1
56.0,75.0,31.5,-254.0,2.2510593,21.91521,2
29.0,69.0,32.7,-107.0,0.5623294,0.1114963440000003,0
24.0,68.0,30.9,-25.00000000000003,0.0290139879999999,0.0,0
24.0,66.0,31.0,-10.000000000000057,0.014291628,0.0060029649999999,0
44.0,73.0,34.9,-600.0,2.623463,1.5785530999999997,1
24.0,66.0,28.6,-25.00000000000003,0.3390842,0.0,0
28.0,78.0,36.5,-188.0,0.7477222000000001,2.1219733,1
24.0,67.0,27.0,-25.00000000000003,0.6673459400000001,0.1569086300000002,0
32.0,76.0,33.2,-182.0,0.8455454,0.0,1
39.0,67.0,31.0,-9.0,0.010139783,0.0,0
24.0,67.0,27.3,-26.0,0.059068233,0.018398302,0
37.0,75.0,34.3,-272.0,0.5556846,0.1749825799999995,1
35.0,76.0,32.6,-150.0,0.1164307000000001,0.0,1
41.0,82.0,31.6,-225.0,3.9074605,53.527683,2
44.0,78.0,32.6,-183.0,0.0,0.0,1
73.0,78.0,33.2,-231.0,0.0,0.0,1
45.0,77.0,33.0,-298.0,0.2695303000000001,0.0,1
45.0,68.0,30.5,-630.0,0.0392658560000001,0.1144082999999995,1
34.0,68.0,28.5,-43.0,0.7063567600000002,0.0,0
46.0,70.0,33.9,-128.0,2.4690263,43.11598,2
62.0,78.0,32.6,-369.0,1.2091353,0.07768664,1
41.0,78.0,35.7,-397.0,4.7914186,47.139027,2
24.0,66.0,28.7,-26.0,0.0,0.0,0
24.0,68.0,27.0,-26.0,0.6783366,0.0,0
32.0,78.0,28.5,-133.0,1.0845291999999995,0.0,1
76.0,72.0,30.9,-209.0,2.1018536,0.3430706600000008,1
24.0,68.0,27.5,-25.00000000000003,0.35300353,0.0,0
24.0,77.0,28.7,-99.0,0.3149104000000001,0.1574551999999998,0
24.0,65.0,30.8,-66.0,5.410837699999999,2.625057700000001,0
24.0,66.0,31.5,-31.0,0.32463253,0.0,0
37.0,75.0,35.5,-191.0,0.2859708000000001,0.4554709000000008,1
38.0,76.0,37.3,-236.0,0.0,0.0,1
26.0,74.0,27.7,-91.0,1.0650544,0.4203970699999999,0
30.0,73.0,34.4,-182.0,0.0389262599999999,0.0926931500000005,1
35.0,75.0,34.9,-180.0,0.34575462,0.1942441600000006,1
24.0,66.0,28.6,-23.99999999999997,0.3389161000000001,0.0,0
49.0,68.0,34.5,-665.0,1.9404866,12.711353000000004,1
24.0,65.0,28.5,-26.0,0.35326594,0.0,0
32.0,68.0,29.1,-26.0,0.04356413,0.0,0
27.0,66.0,32.3,-27.0,0.40137348,0.0,0
63.0,77.0,31.3,-640.0,3.438566,56.356377,2
24.0,66.0,30.7,-28.0,0.24166456,0.0937192960000006,0
50.0,75.0,32.1,-357.0,0.5130105,0.366089730000001,1
24.0,68.0,29.1,-26.0,0.6916713,0.0,0
40.0,75.0,36.0,-182.0,0.023100957,0.035016187,1
42.0,78.0,33.0,-210.0,0.0,0.0,1
35.0,73.0,29.8,-169.0,0.3257639000000001,0.0,0
41.0,71.0,32.0,-243.0,3.4195504000000003,44.56488,2
31.0,77.0,34.0,-167.0,0.0926469899999999,0.0,1
24.0,67.0,28.5,-30.00000000000003,0.0745246,0.0367783700000003,0
24.0,66.0,28.6,-26.0,0.6907039000000001,0.1934744900000002,0
26.0,77.0,35.0,-187.0,0.0,0.0,1
49.0,71.0,36.0,-255.0,1.7646784,55.80771,2
35.0,70.0,35.5,-260.0,1.4425551,33.25842299999999,2
32.0,77.0,34.0,-179.0,1.1992915,1.0219332000000008,1
24.0,68.0,27.5,-27.0,0.6764906000000002,0.0,0
24.0,67.0,31.4,-28.0,0.0,0.0,0
26.0,76.0,28.5,-111.0,1.026021,0.1609825000000002,0
37.0,71.0,35.6,-255.0,1.7432711,4.331064699999999,1
45.0,68.0,30.5,-630.0,0.0392658560000001,0.1144082999999995,1
24.0,68.0,28.8,-30.00000000000003,0.33925247,0.0,0
51.0,77.0,37.8,-187.0,0.7206744000000002,27.095165000000005,2
35.0,75.0,32.8,-222.0,0.0,0.0,1
24.0,68.0,28.3,-28.0,0.6908158700000002,0.0,0
24.0,75.0,37.0,-98.0,0.08884177,0.0146830540000006,1
54.0,67.0,32.6,-10.000000000000057,0.0503418259999999,0.0,0
41.0,78.0,31.2,-210.0,3.5467968,56.58534,2
45.0,66.0,30.8,-272.0,0.1555169500000001,0.1758367600000001,1
33.0,80.0,31.1,-190.0,0.1207642559999999,0.0984094999999998,1
24.0,67.0,30.7,-46.0,0.0290139879999999,0.0,0
35.0,72.0,35.6,-136.0,0.33912468,0.1302083299999998,1
66.0,64.0,33.5,-144.0,2.4956596,51.831448,2
25.0,67.0,27.5,-26.0,0.6798516500000001,0.1564431299999999,0
24.0,68.0,31.0,-34.0,0.3821121199999999,0.0,0
24.0,66.0,30.7,-7.000000000000028,0.0087551749999998,0.0006783671000003,0
24.0,66.0,32.5,-35.0,0.05223811,0.015236116,0
35.0,75.0,33.1,-117.0,0.41914836,0.0894376560000007,1
35.0,76.0,31.1,-149.0,0.0,0.0,1
37.0,60.0,36.5,-205.0,0.3204256300000001,3.844250699999999,0
24.0,66.0,30.3,-7.000000000000028,0.8704129500000001,0.4509662400000005,0
41.0,73.0,31.5,-241.0,3.3313303000000003,1.0799460000000003,1
39.0,67.0,31.0,-9.0,0.010139783,0.0,0
24.0,69.0,35.7,-28.0,0.04356413,0.0,0
24.0,69.0,31.0,-28.0,0.3391683,0.0,0
42.0,70.0,35.6,-408.0,2.968361,60.569256,2
32.0,68.0,28.3,-30.00000000000003,0.3683312500000001,0.0,0
24.0,75.0,30.6,-48.0,4.699555,4.699555,0
24.0,68.0,28.2,-30.00000000000003,0.6971302600000001,0.1933787200000005,0
42.0,76.0,37.1,-490.0,5.566918,7.5146813,2
39.0,78.0,30.3,-191.0,1.3020834,0.93265843,1
48.0,77.0,31.5,-244.0,1.2659773999999997,59.464916,2
25.0,68.0,28.5,-31.99999999999997,0.0290787830000001,0.0,0
24.0,67.0,28.5,-40.0,0.3836322,0.0,0
24.0,68.0,29.1,-29.00000000000003,0.6916713,0.0,0
56.0,77.0,35.9,-243.0,0.3394209400000001,0.0,1
38.0,81.0,30.9,-175.0,2.293567,51.380352,2
35.0,66.0,31.7,-46.0,0.014912566,0.0084321830000009,0
40.0,73.0,33.4,-255.0,0.0,0.0,1
24.0,68.0,28.3,-27.0,0.3536163999999999,0.0,0
24.0,68.0,28.3,-26.0,0.6930443,0.0,0
53.0,75.0,37.0,-10.000000000000057,0.0220600029999999,0.0131607970000002,1
36.0,74.0,29.2,-200.0,0.5367700000000001,0.15492141,1
36.0,76.0,28.7,-192.0,0.0,0.4685172000000004,1
50.0,78.0,32.5,-226.0,0.8202253,0.0635044400000004,1
71.0,76.0,34.8,-377.0,7.7872167,9.543668,2
36.0,82.0,31.3,-339.0,6.9118814,2.7123220000000003,2
24.0,67.0,28.3,-26.0,0.6773284000000002,0.0,0
31.0,72.0,36.0,-190.0,0.3144409999999999,0.3125,1
50.0,74.0,33.1,-314.0,2.112236,0.3043547000000006,1
45.0,74.0,32.2,-304.0,0.2590731699999999,0.0837677939999999,1
24.0,67.0,28.2,-25.00000000000003,0.02906436,0.0,0
55.0,74.0,32.6,-195.0,0.5451484000000001,0.1307095099999999,1
30.0,75.0,30.6,-35.0,0.0590016659999999,0.0658002100000003,0
24.0,67.0,32.3,-31.0,0.0689206899999999,0.0946186860000004,0
51.0,80.0,33.7,-279.0,0.8989613,2.5962448,1
74.0,68.0,31.5,-10.000000000000057,0.0194545399999999,0.023012891,1
24.0,67.0,28.8,-31.99999999999997,0.014496228,0.0,0
41.0,71.0,34.1,-291.0,0.0,0.0,1
24.0,66.0,28.6,-67.00000000000001,0.32463253,0.0,0
35.0,60.0,36.0,-563.0,5.281785500000001,58.690823,2
24.0,67.0,30.3,-31.0,0.7077594000000003,0.0,0
29.0,60.0,35.5,-196.0,0.49239868,0.2407497799999993,0
35.0,78.0,33.9,-165.0,0.030714074,0.0633629,1
32.0,73.0,31.3,-142.0,0.0145502239999999,0.0,0
31.0,74.0,30.0,-125.0,0.0,0.0,0
24.0,68.0,31.3,-206.0,0.46964088,0.0,0
24.0,68.0,28.9,-140.0,0.014535785,0.0,0
24.0,68.0,27.0,-29.00000000000003,0.38201752,0.0,0
44.0,69.0,36.3,-119.0,0.4442897400000001,0.0,1
24.0,72.0,34.2,-68.0,0.12182859,0.177424970000001,0
29.0,79.0,34.2,-148.0,0.0,0.0,1
24.0,67.0,31.5,-29.00000000000003,0.0533905919999999,0.0368880439999999,0
24.0,68.0,26.3,-44.0,0.36778373,0.0,0
31.0,79.0,32.4,-389.0,0.3143628800000001,0.15718144,1
31.0,72.0,31.9,-138.0,3.2280076000000006,0.1719214900000008,1
54.0,78.0,35.3,-376.0,4.670410999999999,24.175932000000003,2
35.0,77.0,32.1,-179.0,0.5245896600000001,0.1923495400000003,1
45.0,75.0,31.2,-94.0,0.0583312600000001,0.0641643850000002,1
24.0,66.0,30.3,-34.0,0.0,0.0,0
24.0,68.0,28.2,-31.99999999999997,0.6939817000000001,0.3251979600000001,0
24.0,68.0,28.3,-27.0,0.3534410600000001,0.0,0
24.0,68.0,28.3,-22.99999999999997,0.6665196,0.1567143400000006,0
24.0,68.0,28.8,-28.0,0.3387481600000001,0.0,0
24.0,66.0,31.5,-27.0,0.35300353,0.0,0
26.0,74.0,32.7,-77.0,8.667691999999999,1.3710792,2
24.0,68.0,30.9,-31.0,0.36751053,0.0,0
62.0,67.0,32.4,-33.0,0.0114348429999999,0.0047849809999997,1
49.0,78.0,31.2,-410.0,0.0372696599999999,0.2353104000000003,1
40.0,75.0,29.4,-198.0,0.5287183500000001,0.8529439600000002,1
24.0,67.0,28.5,-26.0,0.35317838,0.0,0
24.0,67.0,29.4,-31.99999999999997,0.0,0.0,0
36.0,72.0,32.2,-237.0,0.4573835399999999,0.3544722500000001,1
75.0,77.0,33.8,-325.0,0.0,0.0,1
24.0,65.0,28.5,-31.0,0.014514181,0.0,0
35.0,71.0,35.5,-209.0,0.1576036499999998,0.1000734900000006,1
36.0,76.0,32.0,-233.0,2.616519,4.785204399999999,1
24.0,67.0,27.5,-26.0,0.36751053,0.0,0
24.0,69.0,31.0,-29.00000000000003,0.6916713,0.0,0
24.0,68.0,28.8,-25.00000000000003,0.3233491,0.0,0
52.0,75.0,36.7,-273.0,2.8434558,5.007045,1
24.0,75.0,37.0,-100.0,0.2490452800000001,0.1045990200000002,1
27.0,66.0,32.3,-27.0,0.40137348,0.0,0
35.0,77.0,30.8,-183.0,1.0316381,47.840645,2
49.0,74.0,36.9,-361.0,7.9968944,0.9959724000000004,2
49.0,76.0,31.0,-381.0,1.9570225,1.9248683000000004,1
49.0,73.0,31.9,-159.0,0.0145646909999999,0.0,1
29.0,66.0,30.3,-29.00000000000003,0.68063444,0.3257634,0
24.0,66.0,28.6,-26.0,0.3382453000000002,0.0,0
47.0,78.0,31.6,-257.0,0.0,0.0,1
49.0,75.0,37.7,-297.0,1.6935508,34.78293,2
26.0,75.0,29.0,-135.0,1.2959216,2.579438400000001,0
24.0,67.0,28.9,-29.00000000000003,0.35274154,0.0,0
35.0,66.0,31.7,-46.0,0.014912566,0.0084321830000009,0
24.0,72.0,35.2,-116.0,1.4425119,0.0902927999999998,1
49.0,75.0,35.8,-383.0,4.025153,30.382594999999995,2
