timestamp,cpu_usage,memory_usage,temperature,battery_level,battery_charging,upload_speed_kbps,download_speed_kbps,screen_on,brightness,battery_drain,predicted_drain_average,inference_time_ms
2026-06-05 09:44:36,94,65,35.7,55,0,0.679876,0.5433177,1,23,-225.0,-152.76833,0.847344
2026-06-05 09:44:40,55,64,35.7,55,0,3.0385735,4.462859,1,23,-172.0,-154.52812,1.228229
2026-06-05 09:44:44,31,64,35.7,55,0,0.7269479,0.0,1,23,-192.0,-155.73888,1.448438
2026-06-05 09:44:48,94,65,35.7,55,0,2.135155,1.9887555,1,23,-964.0,-154.32106,0.880573
2026-06-05 09:44:52,74,65,35.7,55,0,0.5026496,0.07403366,1,23,-243.0,-203.8953,0.979062
2026-06-05 09:44:56,34,65,35.7,55,0,1.140985,0.79268175,1,23,-430.0,-193.49228,1.720312
2026-06-05 09:45:00,87,65,35.7,55,0,1.1267655,0.012638439,1,23,-302.0,-210.64299,1.11198
2026-06-05 09:45:04,35,67,35.7,55,0,0.4756428,0.034269612,1,23,-284.0,-212.02284,2.267448
2026-06-05 09:45:08,29,67,35.7,55,0,1.493752,1.6834772,1,23,-182.0,-227.01172,4.068073
2026-06-05 09:45:12,63,68,35.7,55,0,0.42564386,0.0,1,23,-463.0,-250.3554,1.458281
2026-06-05 09:45:16,47,67,35.7,55,0,0.5881211,0.0,1,23,-226.0,-208.91673,1.701511
2026-06-05 09:45:20,60,68,35.7,55,0,0.39869615,0.0,1,23,-376.0,-218.20169,1.230052
2026-06-05 09:45:24,40,67,35.7,55,0,0.3841097,0.0,1,23,-188.0,-218.71413,2.39849
2026-06-05 09:45:28,36,68,35.7,55,0,0.043694075,0.0,1,23,-152.0,-226.80737,1.60448
2026-06-05 09:45:32,52,68,35.7,55,0,0.34911868,0.012607063,1,23,-361.0,-232.86218,1.53724
2026-06-05 09:45:36,32,68,35.7,55,0,0.02916563,0.0,1,23,-246.0,-232.09662,1.427813
2026-06-05 09:45:40,50,67,35.7,55,0,0.36924753,0.0,1,23,-772.0,-230.87317,1.121459
2026-06-05 09:45:44,40,68,35.7,55,0,0.029180156,0.0,1,23,-452.0,-241.91281,1.518646
2026-06-05 09:45:48,43,67,35.7,55,0,0.3893119,0.035259355,1,23,-188.0,-228.48499,1.460313
2026-06-05 09:45:52,50,66,35.7,55,0,0.3877171,0.20549007,1,23,-317.0,-233.74171,1.964375
2026-06-05 09:45:56,35,66,35.7,55,0,0.3698916,0.0,1,23,-266.0,-221.00087,1.448698
2026-06-05 09:46:00,66,68,35.7,55,0,0.3250357,0.0,1,23,-658.0,-225.30846,0.913593
2026-06-05 09:46:04,57,66,35.7,55,0,0.7951765,1.321561,1,23,-1012.0,-237.54144,1.44849
2026-06-05 09:46:08,72,68,35.7,55,0,1.574433,5.2064657,1,23,-836.0,-223.31285,1.62625
2026-06-05 09:46:12,52,69,35.7,55,0,2.4848037,3.2831702,1,23,-267.0,-224.09572,1.732813
2026-06-05 09:46:16,24,69,35.7,55,0,0.7942935,0.0,1,23,-140.0,-242.92241,4.069427
2026-06-05 09:46:20,24,69,35.7,55,0,0.7381585,0.0,1,23,-145.0,-243.72183,4.467552
2026-06-05 09:46:24,53,67,35.7,55,0,0.864411,0.05016671,1,23,-373.0,-272.24188,1.117135
2026-06-05 09:46:28,39,62,35.7,55,0,0.9571091,0.09532184,1,23,-208.0,-262.40768,1.924895
2026-06-05 09:46:32,28,63,36.1,54,0,0.52984226,0.036457036,1,23,-173.0,-243.19836,2.49
2026-06-05 09:46:36,26,63,36.1,54,0,1.1247474,0.031094527,1,23,-192.0,-239.40985,2.060053
2026-06-05 09:46:40,24,63,36.1,54,0,0.10159926,0.0,1,23,-161.0,-237.61116,4.52526
2026-06-05 09:46:44,26,63,36.1,54,0,0.76900375,0.05906142,1,23,-294.0,-222.18,4.915572
2026-06-05 09:46:48,28,64,36.1,54,0,3.0290809,3.237517,1,23,-162.0,-221.35422,4.938334
2026-06-05 09:46:52,49,64,36.1,54,0,0.87028307,0.060144458,1,23,-556.0,-207.00143,1.312656
2026-06-05 09:46:56,38,62,36.1,54,0,23.18247,21.225937,1,23,-390.0,-205.74332,1.828698
2026-06-05 09:47:00,39,63,36.1,54,0,2.0539312,16.378624,1,23,-493.0,-197.22693,1.695729
2026-06-05 09:47:04,39,63,36.1,54,0,6.702295,104.27908,1,23,-213.0,-195.71227,1.886771
2026-06-05 09:47:08,49,63,36.1,54,0,0.6524155,1.2696768,1,23,-326.0,-187.85733,1.285052
2026-06-05 09:47:12,40,63,36.1,54,0,3.0445485,2.2548788,1,23,-337.0,-187.48323,1.497604
2026-06-05 09:47:16,57,62,36.1,54,0,4.682741,26.548807,1,23,-417.0,-180.59305,1.001771
2026-06-05 09:47:21,35,63,36.1,54,0,9.869354,0.31167406,1,23,-231.0,-179.8747,1.495834
2026-06-05 09:47:25,76,63,36.1,54,0,0.12603934,0.14397572,1,23,-210.0,-181.28877,0.966823
2026-06-05 09:47:29,42,64,36.6,54,0,6.5151153,2.321584,0,23,-112.0,-180.88985,4.10125
2026-06-05 09:47:33,53,63,37.0,54,0,3.0014617,0.4492526,0,23,-94.0,-143.05008,3.249428
2026-06-05 09:47:37,34,64,37.0,54,0,0.44040585,0.07693837,0,23,-108.0,-139.98549,4.71724
2026-06-05 09:47:41,24,64,37.0,54,0,0.32398954,0.0,0,23,-90.0,-55.274597,4.90599
2026-06-05 09:47:45,27,64,37.0,54,0,0.105476476,0.06034123,0,23,-117.0,-55.881413,7.444011
2026-06-05 09:47:49,24,64,37.0,54,0,0.38415802,0.048502363,0,23,-196.0,-126.44332,4.488646
2026-06-05 09:47:53,29,64,37.0,54,0,0.18691923,0.18788397,0,23,-85.0,-142.37874,4.120417
2026-06-05 09:47:57,26,62,37.0,54,0,3.3338153,2.809124,0,23,-311.0,-113.25395,5.051094
2026-06-05 09:48:01,24,63,37.0,54,0,0.090972096,0.16457021,0,23,-214.0,-116.46654,4.197448
2026-06-05 09:48:05,24,63,37.0,54,0,3.0425167,0.47281864,0,23,-87.0,-109.68228,4.318959
2026-06-05 09:48:09,24,63,37.0,54,0,0.014471167,0.0,0,23,-244.0,-127.24578,4.625625
2026-06-05 09:48:13,24,63,37.0,54,0,0.41253012,0.058381457,0,23,-116.0,-110.67665,4.477604
2026-06-05 09:48:17,24,64,37.0,54,0,1.4523051,2.1366222,0,23,-184.0,-110.726974,4.622396
2026-06-05 09:48:21,39,65,37.0,54,0,5.6915507,3.9146893,0,23,-369.0,-99.37148,2.229219
2026-06-05 09:48:25,31,65,37.0,54,0,4.4040055,3.16071,0,23,-194.0,-101.89597,4.098385
2026-06-05 09:48:29,24,65,37.0,54,0,2.3752785,2.0026906,0,23,-150.0,-90.77305,4.831719
2026-06-05 09:48:33,24,65,37.0,54,0,2.2224216,1.4017425,0,23,-165.0,-95.83845,4.448542
2026-06-05 09:48:37,26,65,37.0,54,0,0.71643543,0.7345333,1,23,-507.0,-95.192726,1.819636
2026-06-05 09:48:41,32,64,37.0,54,0,2.1231515,1.6636924,1,23,-271.0,-123.06147,3.51224
2026-06-05 09:48:45,54,64,37.0,54,0,0.7206809,0.42170846,0,23,-312.0,-181.03459,0.725417
2026-06-05 09:48:49,26,64,36.9,54,0,65.72452,686.20276,0,23,-191.0,-163.95482,4.480781
2026-06-05 09:48:53,62,65,36.9,54,0,9.811197,11.267843,1,23,-309.0,-129.68391,1.514583
2026-06-05 09:48:58,24,65,36.9,54,0,6.120018,1.1289684,0,23,-428.0,-124.036415,3.834583
2026-06-05 09:49:02,24,64,36.9,54,0,0.3378274,0.009652211,0,23,-119.0,-138.27115,4.704792
2026-06-05 09:49:06,24,64,36.9,54,0,0.5133584,0.18060377,0,23,-100.0,-122.080154,4.468802
2026-06-05 09:49:10,32,64,36.9,54,0,0.38088587,0.0,0,23,-109.0,-74.777695,4.114166
2026-06-05 09:49:14,24,65,36.9,54,0,0.2834791,0.6066598,0,23,-132.0,-67.38655,4.180521
2026-06-05 09:49:18,27,63,36.9,54,0,0.338078,0.0,0,23,-107.0,-79.03268,4.94599
2026-06-05 09:49:22,47,63,36.9,54,0,0.09555689,0.087352514,0,23,-95.0,-107.32324,5.477969
2026-06-05 09:49:26,35,63,36.9,54,0,2.4055781,1.354696,0,23,-152.0,-121.70981,4.501303
2026-06-05 09:49:30,35,63,36.9,54,0,2.0278544,0.4297552,0,23,-109.0,-99.23223,3.97901
2026-06-05 09:49:34,31,63,36.9,54,0,5.820894,2.2140257,0,23,-98.0,-104.46139,3.968229
2026-06-05 09:49:38,29,63,36.9,54,0,1.0426965,0.0,0,23,-69.0,-100.531494,3.934114
2026-06-05 09:49:42,49,64,36.9,54,0,0.0561215,0.026125526,0,23,-108.0,-113.78506,4.449531
2026-06-05 09:49:46,86,64,36.9,54,0,0.35394636,0.01259768,1,23,-91.0,-89.8811,0.871146
2026-06-05 09:49:50,86,65,36.9,54,0,9.212767,35.109066,1,23,-504.0,-97.319534,1.50875
2026-06-05 09:49:54,35,65,36.9,54,0,4.702977,1.1615083,1,23,-312.0,-174.63739,1.860105
2026-06-05 09:49:58,49,65,36.9,54,0,0.67088556,0.41502082,1,23,-372.0,-197.12796,1.218333
2026-06-05 09:50:02,36,64,36.9,54,0,3.5769157,0.42572477,1,23,-234.0,-206.31781,4.97099
2026-06-05 09:50:06,55,64,36.9,54,0,0.44786426,0.12258615,1,23,-504.0,-211.94406,1.387188
2026-06-05 09:50:10,31,64,36.9,54,0,0.14795664,0.44021967,1,23,-272.0,-224.16133,1.700833
2026-06-05 09:50:14,38,64,36.9,54,0,0.50369555,0.14273398,1,23,-216.0,-195.27628,1.770156
2026-06-05 09:50:18,38,63,36.9,54,0,0.046549156,0.05382246,1,23,-233.0,-206.66081,1.897396
2026-06-05 09:50:22,55,64,36.9,54,0,0.69851345,0.2027239,1,23,-489.0,-183.47873,3.659271
2026-06-05 09:50:26,86,64,36.9,54,0,0.0525112,0.037924755,1,23,-396.0,-193.19528,1.131302
2026-06-05 09:50:30,38,64,36.9,54,0,2.2439017,0.4951001,1,23,-277.0,-180.91545,1.997604
2026-06-05 09:50:34,38,64,36.9,54,0,3.7200186,0.8063561,1,23,-248.0,-188.74075,1.889687
2026-06-05 09:50:38,35,64,36.9,54,0,0.46041405,0.10492594,1,23,-275.0,-191.08693,2.056771
2026-06-05 09:50:42,38,64,36.9,54,0,0.32471308,0.0,1,23,-299.0,-224.58076,1.635677
2026-06-05 09:50:46,86,65,36.9,54,0,14.4965,3.1242728,1,23,-314.0,-218.89012,1.030312
2026-06-05 09:50:50,74,65,36.8,54,0,3.0968337,2.1300173,1,23,-329.0,-217.77138,0.92599
2026-06-05 09:50:54,84,67,36.8,54,0,3.4951808,56.53355,1,23,-409.0,-213.45744,0.690521
2026-06-05 09:50:58,40,65,36.8,54,0,0.34128493,0.0,1,23,-219.0,-231.70662,1.814323
2026-06-05 09:51:02,31,65,36.8,54,0,1.2845422,7.447532,1,23,-178.0,-243.25795,2.339687
2026-06-05 09:51:06,26,65,36.8,54,0,0.40194255,0.054159027,1,23,-279.0,-252.39984,1.62849
2026-06-05 09:51:10,24,66,36.8,54,0,0.4844175,0.47403365,1,23,-171.0,-252.22784,3.8575
2026-06-05 09:51:14,37,66,36.8,54,0,2.071723,0.98501647,1,23,-127.0,-259.56323,5.386198
2026-06-05 09:51:19,62,65,36.8,54,0,1.2646255,0.80933136,1,23,-259.0,-235.38528,1.092031
2026-06-05 09:51:23,31,63,36.8,54,0,8.586398,8.387119,1,23,-331.0,-242.18117,2.579739
2026-06-05 09:51:27,36,63,36.8,54,0,1.6375642,1.2403802,1,23,-217.0,-219.56581,1.948594
2026-06-05 09:51:31,36,63,36.8,54,0,1.5570707,11.297004,1,23,-253.0,-225.5103,1.958281
2026-06-05 09:51:35,37,63,36.8,54,0,0.67882115,0.18266636,1,23,-347.0,-214.11504,2.872813
2026-06-05 09:51:39,69,65,36.8,54,0,0.91140985,0.2426874,1,23,-516.0,-219.18777,1.392292
2026-06-05 09:51:43,38,65,36.8,54,0,35.18351,545.1407,1,23,-275.0,-208.90765,1.970781
2026-06-05 09:51:47,69,66,36.8,54,0,2.4308574,4.0903106,1,23,-720.0,-213.23384,3.296771
2026-06-05 09:51:51,43,67,36.8,53,0,0.07798936,0.047956195,1,23,-211.0,-216.20645,1.814896
2026-06-05 09:51:55,35,66,36.8,53,0,0.7710215,0.28431568,1,23,-213.0,-224.9577,1.955989
2026-06-05 09:51:59,26,66,36.8,53,0,0.180486,0.13639411,1,23,-181.0,-223.4799,4.382864
2026-06-05 09:52:03,76,65,36.8,53,0,2.150662,0.48501718,1,23,-1124.0,-221.73386,1.200261
2026-06-05 09:52:07,84,67,36.8,53,0,21.014719,191.6429,1,23,-1393.0,-219.57779,0.715677
2026-06-05 09:52:11,73,69,36.8,53,0,26.448486,260.0039,1,23,-1239.0,-185.37709,1.169532
2026-06-05 09:52:15,44,69,36.8,53,0,29.157085,654.22375,1,23,-849.0,-183.84569,1.997656
2026-06-05 09:52:19,59,70,36.8,53,0,9.21301,273.7092,1,23,-853.0,-235.29208,1.458072
2026-06-05 09:52:23,47,69,36.8,53,0,3.298119,14.160278,1,23,-577.0,-255.90773,1.566198
2026-06-05 09:52:27,53,69,36.8,53,0,4.7407007,78.05115,1,23,-335.0,-269.7377,1.525156
2026-06-05 09:52:31,56,69,36.8,53,0,13.472304,427.65863,1,23,-625.0,-267.72644,2.230573
2026-06-05 09:52:35,42,68,36.8,53,0,7.5765357,160.99327,1,23,-432.0,-249.48645,2.59901
2026-06-05 09:52:39,42,69,36.8,53,0,1.9386073,5.3543987,1,23,-301.0,-251.58159,1.379167
2026-06-05 09:52:43,75,69,36.8,53,0,18.026815,201.8402,1,23,-715.0,-272.82486,1.411145
2026-06-05 09:52:47,63,69,36.8,53,0,8.909919,158.27132,1,23,-526.0,-261.6651,1.544011
2026-06-05 09:52:51,46,69,37.6,53,0,7.55921,32.51694,1,23,-460.0,-257.81024,1.761354
2026-06-05 09:52:55,52,71,37.6,53,0,3.325703,50.051136,1,23,-311.0,-254.64024,3.816927
2026-06-05 09:52:59,51,70,37.6,53,0,9.172436,47.980885,1,23,-382.0,-295.43246,1.479114
2026-06-05 09:53:03,63,69,37.6,53,0,3.2062104,108.754524,1,23,-486.0,-293.0064,1.432084
2026-06-05 09:53:07,49,69,37.6,53,0,3.485059,65.02981,1,23,-333.0,-282.89944,4.596354
2026-06-05 09:53:11,35,69,37.6,53,0,11.902323,248.92754,1,23,-620.0,-280.55997,5.673645
2026-06-05 09:53:15,71,70,37.6,53,0,6.5637727,94.75477,1,23,-443.0,-288.7052,3.850156
2026-06-05 09:53:19,38,71,37.6,53,0,22.131386,470.31262,1,23,-843.0,-285.88882,2.793125
2026-06-05 09:53:23,37,71,37.6,53,0,11.467267,200.60774,1,23,-449.0,-283.264,1.955469
2026-06-05 09:53:27,83,71,37.6,53,0,5.136236,22.755352,1,23,-349.0,-281.33432,0.869479
2026-06-05 09:53:31,57,71,37.6,53,0,0.36839077,0.0,1,23,-483.0,-290.46356,1.958437
2026-06-05 09:53:35,55,69,37.6,53,0,4.4882174,21.633741,1,23,-439.0,-288.8829,1.089063
2026-06-05 09:53:40,42,63,37.6,53,0,18.630894,17.41719,1,23,-295.0,-293.64996,2.0475
2026-06-05 09:53:44,69,64,37.6,53,0,4.721106,32.50329,1,23,-616.0,-300.70776,0.7525
2026-06-05 09:53:48,75,63,37.6,52,0,12.102408,384.92105,1,23,-421.0,-303.8919,1.041979
2026-06-05 09:53:52,31,63,37.6,52,0,30.252806,414.08194,1,23,-1138.0,-276.39014,1.49625
2026-06-05 09:53:56,49,65,37.6,52,0,35.086514,522.13074,1,23,-868.0,-279.1753,2.23573
2026-06-05 09:54:00,43,61,37.6,52,0,6.032153,11.685898,1,23,-990.0,-300.55762,1.803906
2026-06-05 09:54:04,39,62,37.6,52,0,7.4065895,13.93585,1,23,-469.0,-290.29694,1.942709
2026-06-05 09:54:08,31,62,37.6,52,0,1.2486275,50.5873,1,23,-437.0,-293.92725,1.463073
2026-06-05 09:54:12,36,61,37.6,52,0,0.42133847,0.06001765,1,23,-245.0,-261.90454,3.782656
2026-06-05 09:54:16,35,62,37.6,52,0,6.6983285,10.462617,1,23,-388.0,-264.6678,5.60375
2026-06-05 09:54:20,37,62,37.6,52,0,8.608845,8.853167,1,23,-357.0,-237.48822,1.658438
2026-06-05 09:54:24,37,62,37.6,52,0,0.48658496,0.25516632,1,23,-271.0,-240.08893,2.085678
2026-06-05 09:54:28,35,62,37.6,52,0,0.777521,0.4264137,1,23,-248.0,-222.52191,1.905833
2026-06-05 09:54:32,35,62,37.6,52,0,0.12546115,0.12667216,1,23,-267.0,-224.78333,1.577135
2026-06-05 09:54:36,67,62,37.6,52,0,1.9010384,2.0115104,1,23,-335.0,-209.87852,1.394167
2026-06-05 09:54:40,39,62,37.6,52,0,4.177086,3.8642654,1,23,-318.0,-211.76338,1.788021
2026-06-05 09:54:44,36,63,37.6,52,0,0.02906436,0.0,1,23,-244.0,-200.21445,5.573282
2026-06-05 09:54:48,39,64,38.1,52,0,11.508209,219.07126,1,23,-213.0,-204.6501,1.935521
2026-06-05 09:54:52,26,64,38.1,52,0,16.396187,178.86673,1,23,-256.0,-190.20543,4.205625
2026-06-05 09:54:56,30,64,38.1,52,0,0.8843518,0.4917906,1,23,-226.0,-192.07115,2.338385
2026-06-05 09:55:00,27,64,38.1,52,0,0.044587467,0.018416563,1,23,-200.0,-182.35764,3.530886
2026-06-05 09:55:04,73,65,38.1,52,0,4.102288,8.2775755,1,23,-306.0,-184.21257,4.340781
2026-06-05 09:55:08,37,65,38.1,52,0,12.246641,43.994247,1,23,-280.0,-177.67134,2.087604
2026-06-05 09:55:12,53,65,38.1,52,0,10.390402,277.9506,1,23,-347.0,-179.32109,1.106771
2026-06-05 09:55:16,35,65,38.1,52,0,6.4482813,182.6515,1,23,-299.0,-179.19267,1.871146
2026-06-05 09:55:20,31,63,38.1,52,0,2.769719,78.05218,1,23,-439.0,-175.39293,1.50651
2026-06-05 09:55:24,39,65,38.1,52,0,4.8099165,112.376854,1,23,-453.0,-171.91519,1.831198
2026-06-05 09:55:28,47,64,38.1,52,0,1.6463578,8.924865,1,23,-327.0,-186.50734,2.1775
2026-06-05 09:55:32,61,67,38.1,52,0,19.851917,76.795975,1,23,-487.0,-183.44676,1.268177
2026-06-05 09:55:36,39,66,38.1,52,0,40.994545,74.46586,1,23,-693.0,-181.21904,2.082187
2026-06-05 09:55:40,39,69,38.1,52,0,76.03341,354.59033,1,23,-443.0,-175.02911,3.231614
2026-06-05 09:55:44,47,71,38.1,52,0,49.09978,3244.5637,1,23,-531.0,-176.30283,1.922969
2026-06-05 09:55:48,47,69,38.2,52,0,30.147116,1019.781,1,23,-696.0,-217.4706,1.94151
2026-06-05 09:55:52,26,69,38.2,52,0,20.106184,54.529953,1,23,-214.0,-218.61305,5.917656
2026-06-05 09:55:56,41,68,38.2,52,0,0.598515,1.4774935,1,23,-256.0,-226.57962,1.813541
2026-06-05 09:56:00,37,69,38.2,52,0,3.1296976,2.1981738,1,23,-340.0,-227.46754,5.191563
2026-06-05 09:56:04,35,69,38.2,52,0,7.820227,13.772815,1,23,-438.0,-235.3216,2.826927
2026-06-05 09:56:09,39,68,38.2,52,0,2.3555386,5.063523,1,23,-385.0,-229.86562,5.699219
2026-06-05 09:56:13,35,67,38.2,52,0,4.8538055,5.4484453,1,23,-310.0,-217.55495,3.762917
2026-06-05 09:56:17,51,67,38.2,52,0,1.0903296,1.0937113,1,23,-248.0,-215.61363,2.942031
2026-06-05 09:56:21,31,68,38.2,52,0,20.689125,4.360748,1,23,-220.0,-225.70294,4.870677
2026-06-05 09:56:25,41,68,38.2,52,0,0.09487299,0.057117414,1,23,-169.0,-217.88693,2.12375
2026-06-05 09:56:29,44,68,38.2,52,0,0.8809448,1.147655,1,23,-286.0,-220.6004,1.846875
2026-06-05 09:56:33,55,68,38.2,52,0,5.528588,2.678863,1,23,-316.0,-216.78339,1.744948
2026-06-05 09:56:37,45,68,38.2,52,0,15.341685,2.0224984,1,23,-392.0,-219.01814,3.304219
2026-06-05 09:56:41,42,68,38.2,52,0,15.314089,11.475881,1,23,-281.0,-214.16986,1.939271
2026-06-05 09:56:45,59,68,38.2,52,0,9.775315,385.89603,1,23,-599.0,-216.56508,1.687552
2026-06-05 09:56:49,41,68,37.9,52,0,3.6157506,30.238337,1,23,-253.0,-237.65787,1.810521
2026-06-05 09:56:53,51,69,37.9,52,0,0.41098014,0.070031404,1,23,-235.0,-239.84447,4.117968
2026-06-05 09:56:57,41,70,37.9,52,0,0.09809114,0.08045407,1,23,-242.0,-250.84369,1.852448
2026-06-05 09:57:01,42,70,37.9,52,0,1.3193905,1.5918576,1,23,-208.0,-240.28796,2.065156
2026-06-05 09:57:05,75,69,37.9,52,0,0.96545696,0.14799328,1,23,-250.0,-247.19968,1.184427
2026-06-05 09:57:09,35,68,37.9,52,0,0.38921848,0.07857121,1,23,-210.0,-228.8451,4.098282
2026-06-05 09:57:13,41,69,37.9,52,0,0.63514096,0.0,1,23,-246.0,-235.03766,1.926146
2026-06-05 09:57:17,42,69,37.9,52,0,0.4875521,0.06537962,1,23,-233.0,-252.86232,1.764792
2026-06-05 09:57:21,38,68,37.9,52,0,0.43788666,0.113661095,1,23,-138.0,-249.57236,2.518542
2026-06-05 09:57:25,36,68,37.9,52,0,0.043639835,0.0,1,23,-426.0,-251.71236,2.035469
2026-06-05 09:57:29,40,69,37.9,52,0,0.88168955,1.5189359,1,23,-155.0,-235.20645,3.79151
2026-06-05 09:57:33,35,69,37.9,52,0,9.416335,4.4046836,1,23,-253.0,-237.10283,5.6775
2026-06-05 09:57:37,48,70,37.9,52,0,84.842316,48.391308,1,23,-363.0,-236.31535,4.063333
2026-06-05 09:57:41,65,69,37.9,52,0,22.369211,7.4603567,1,23,-234.0,-238.26033,1.092865
2026-06-05 09:57:45,43,69,37.9,52,0,2.086788,2.0574887,1,23,-365.0,-245.27986,1.859584
2026-06-05 09:57:49,64,69,37.9,51,0,1.2465776,0.71163756,1,23,-276.0,-277.47412,3.943958
2026-06-05 09:57:53,49,68,37.9,51,0,0.98455715,0.27642217,1,23,-258.0,-283.9344,1.605885
2026-06-05 09:57:57,60,68,37.9,51,0,2.7694287,0.7301221,1,23,-310.0,-262.67172,2.821198
2026-06-05 09:58:01,76,68,37.9,51,0,22.371696,22.667067,1,23,-679.0,-265.6562,1.076093
2026-06-05 09:58:05,72,68,37.9,51,0,15.020958,121.27163,1,23,-338.0,-259.70923,1.05448
2026-06-05 09:58:09,73,69,37.9,51,0,18.012827,168.23424,1,23,-219.0,-262.36404,0.718073
2026-06-05 09:58:13,32,66,37.9,51,0,6.4850955,7.2400994,1,23,-237.0,-289.1374,1.85375
2026-06-05 09:58:17,47,66,37.9,51,0,6.289704,0.23059413,1,23,-250.0,-289.78357,3.869792
2026-06-05 09:58:21,72,66,37.9,51,0,34.122253,75.09377,1,23,-259.0,-296.6455,1.225156
2026-06-05 09:58:26,66,68,37.9,51,0,19.354445,174.33199,1,23,-287.0,-261.41653,1.447656
2026-06-05 09:58:30,41,67,37.9,51,0,9.829615,773.54614,1,23,-342.0,-267.16568,2.036511
2026-06-05 09:58:34,74,68,37.9,51,0,19.233624,869.593,1,23,-260.0,-273.75455,1.055469
2026-06-05 09:58:38,44,68,37.9,51,0,44.696926,3193.3882,1,23,-456.0,-280.12488,1.752188
2026-06-05 09:58:42,66,68,37.9,51,0,3.1253874,35.433086,1,23,-364.0,-285.24854,1.599323
2026-06-05 09:58:46,41,67,37.9,51,0,8.821276,58.054363,1,23,-394.0,-290.02512,1.909532
2026-06-05 09:58:50,51,67,37.5,51,0,8.8406515,5.2088175,1,23,-372.0,-276.2591,1.518385
2026-06-05 09:58:54,41,66,37.5,51,0,12.629998,232.72952,1,23,-436.0,-280.0005,1.723958
2026-06-05 09:58:58,47,67,37.5,51,0,5.8230443,171.60858,1,23,-461.0,-269.5822,1.780209
2026-06-05 09:59:02,47,67,37.5,51,0,14.708806,10.63236,1,23,-373.0,-272.63666,1.960886
2026-06-05 09:59:06,53,67,37.5,51,0,41.549946,107.45507,1,23,-393.0,-257.81628,1.182083
2026-06-05 09:59:10,44,66,37.5,51,0,9.353611,14.832983,1,23,-402.0,-260.3334,1.797292
2026-06-05 09:59:14,49,67,37.5,51,0,42.708755,24.992855,1,23,-661.0,-262.4515,0.942292
2026-06-05 09:59:18,54,67,37.5,51,0,10.347133,75.81869,1,23,-514.0,-264.5701,1.025053
2026-06-05 09:59:22,86,68,37.5,51,0,47.82582,179.6467,1,23,-437.0,-263.92053,0.934167
2026-06-05 09:59:26,52,68,37.5,51,0,68.26896,919.8613,1,23,-425.0,-265.72754,1.411927
2026-06-05 09:59:30,76,68,37.5,51,0,10.656134,867.4807,1,23,-161.0,-255.91602,1.340885
2026-06-05 09:59:34,31,68,37.5,51,0,2.3381627,0.9697606,1,23,-128.0,-257.65253,5.301823
2026-06-05 09:59:38,31,66,37.5,51,0,14.901325,2.7310934,1,23,-145.0,-284.62674,4.682188
2026-06-05 09:59:42,24,66,37.5,51,0,1.7853764,1.0494547,1,23,-184.0,-286.22845,3.587032
2026-06-05 09:59:46,60,67,37.5,51,0,0.6281177,9.094314,1,23,-261.0,-235.58199,9.673282
2026-06-05 09:59:50,50,66,37.4,51,0,5.9374027,49.369957,1,23,-282.0,-236.63535,1.91875
2026-06-05 09:59:54,41,65,37.4,51,0,17.614267,545.9877,1,23,-344.0,-238.25813,1.767395
2026-06-05 09:59:58,77,67,37.4,51,0,54.68387,215.30478,1,23,-373.0,-239.16478,0.965729
