cpu_usage,memory_usage,temperature,battery_level,battery_drain,upload_speed_kbps,download_speed_kbps,brightness,Target
77.0,79.0,36.0,37.0,-534.0,0.8362532,0.9397800600000004,31.0,0
77.0,78.0,36.0,37.0,-532.0,1.6655006,47.90622,31.0,0
77.0,78.0,36.0,37.0,-487.0,1.0581857000000001,0.05028568200000194,31.0,0
77.0,78.0,36.2,36.0,-572.0,1.5424778,60.78014,31.0,0
69.0,79.0,36.2,36.0,-506.0,2.002682,53.75733600000001,31.0,0
77.0,79.0,36.2,36.0,-370.0,0.14766228000000003,0.15543398000000153,31.0,0
67.0,79.0,36.2,36.0,-402.0,0.97680545,0.0,31.0,0
69.0,79.0,36.2,36.0,-406.0,0.06871387000000007,0.08085412999999875,31.0,0
67.0,79.0,36.2,36.0,-326.0,2.2613084,50.373657,31.0,0
77.0,79.0,36.2,36.0,-542.0,0.012625869999999928,0.030836262000001113,31.0,0
77.0,79.0,36.2,36.0,-677.0,1.0013287,0.07089911999999998,31.0,0
77.0,79.0,36.2,36.0,-582.0,1.3845767000000002,55.41124,31.0,0
75.0,79.0,36.2,36.0,-654.0,7.1680174,15.340291,31.0,0
77.0,80.0,36.2,36.0,-580.0,1.7857907,3.9856672000000017,31.0,0
77.0,80.0,36.2,36.0,-445.0,1.141797,1.2836697999999984,31.0,0
77.0,80.0,36.2,36.0,-540.0,1.1628755,0.6883367299999996,31.0,0
77.0,80.0,36.2,36.0,-460.0,0.54734164,0.18106994000000043,31.0,0
69.0,80.0,36.2,36.0,-415.0,2.4768734,54.852203,31.0,0
75.0,80.0,36.2,36.0,-482.0,0.47831630000000014,0.10256579500000029,31.0,0
80.0,80.0,36.2,36.0,-423.0,0.7340001500000001,0.10950515000000038,31.0,0
60.0,80.0,36.2,36.0,-600.0,2.9095197,102.30895000000001,31.0,0
77.0,80.0,36.2,36.0,-702.0,1.4682463000000001,45.36835,31.0,0
77.0,80.0,36.2,36.0,-522.0,0.65120363,0.0,31.0,0
77.0,80.0,36.2,36.0,-503.0,0.19093439,0.09899400999999841,31.0,0
67.0,79.0,36.2,36.0,-589.0,0.9755899,0.012644733999998437,31.0,0
77.0,79.0,36.2,36.0,-565.0,1.17974,58.025000000000006,31.0,0
77.0,80.0,36.2,36.0,-518.0,1.0428319,0.09515598400000158,31.0,0
77.0,80.0,36.2,36.0,-483.0,1.5777482,53.78791,31.0,0
83.0,79.0,36.2,36.0,-546.0,1.9606669999999997,53.550854,31.0,0
66.0,79.0,36.2,36.0,-502.0,5.2517037,11.087444,31.0,0
77.0,79.0,36.2,36.0,-445.0,0.9063394000000001,0.786790100000001,31.0,0
75.0,79.0,36.2,36.0,-368.0,2.6682515,54.842859999999995,31.0,0
72.0,79.0,36.2,36.0,-408.0,0.08131952599999992,0.13253869000000051,31.0,0
76.0,80.0,36.7,35.0,-441.0,2.6393187,59.995537,31.0,0
77.0,80.0,36.7,35.0,-518.0,0.0,0.0,31.0,0
77.0,80.0,36.7,35.0,-626.0,2.3530252,1.3463548000000003,31.0,0
72.0,80.0,36.7,35.0,-537.0,0.3637792799999999,0.08486561999999509,31.0,0
64.0,80.0,36.7,35.0,-566.0,1.3993915,51.72187,31.0,0
62.0,80.0,36.7,35.0,-567.0,0.4865824300000001,0.09877258999999938,31.0,0
77.0,80.0,36.7,35.0,-556.0,0.650718,0.0,31.0,0
77.0,80.0,36.7,35.0,-579.0,0.6516901,0.0,31.0,0
77.0,80.0,36.7,35.0,-623.0,1.0860405,52.721996,31.0,0
77.0,80.0,36.7,35.0,-566.0,0.69476837,0.0,31.0,0
77.0,80.0,36.7,35.0,-506.0,1.8306293,55.227062,31.0,0
77.0,80.0,36.7,35.0,-427.0,1.0169183,0.02017791400000135,31.0,0
77.0,80.0,36.7,35.0,-519.0,1.9732978,50.627884,31.0,0
60.0,80.0,36.7,35.0,-370.0,2.220763,57.183918,31.0,0
56.0,80.0,36.7,35.0,-486.0,0.36924753,0.03449549000000118,31.0,0
67.0,80.0,36.9,35.0,-415.0,0.89797175,1.4512602000000001,31.0,0
77.0,80.0,36.9,35.0,-350.0,0.9904161700000002,0.04885243000000017,31.0,0
74.0,80.0,36.9,35.0,-650.0,1.9110779,52.072556,31.0,0
55.0,76.0,36.9,35.0,-367.0,3.8789880000000005,80.77525,23.0,0
77.0,79.0,36.9,35.0,-338.0,0.8551297,5.886576,31.0,0
68.0,78.0,36.9,35.0,-369.0,0.08636763999999997,0.027491669999999857,31.0,0
66.0,79.0,36.9,35.0,-473.0,0.14939948999999997,1.3754470000000012,31.0,0
68.0,78.0,36.9,35.0,-447.0,0.15233016,0.11618813999999844,31.0,0
77.0,79.0,36.9,35.0,-455.0,3.7089474000000004,9.889394,31.0,0
72.0,79.0,36.9,35.0,-415.0,0.14263304,0.09063394000000002,31.0,0
57.0,79.0,36.9,35.0,-396.0,1.0910375,53.81423000000001,31.0,0
55.0,79.0,37.0,35.0,-561.0,0.33694687,1.460832400000001,31.0,0
55.0,79.0,37.0,35.0,-397.0,0.9653879000000001,0.30511504000000045,31.0,0
71.0,79.0,37.0,35.0,-600.0,0.012632151999999897,0.03206623000000164,31.0,0
83.0,78.0,37.0,35.0,-730.0,1.642268,4.936282599999998,31.0,0
76.0,79.0,37.0,35.0,-431.0,6.410212500000001,56.648415,31.0,0
63.0,78.0,37.0,35.0,-519.0,1.899385,1.079422600000001,31.0,0
69.0,79.0,37.0,35.0,-441.0,1.3695247,45.8439,31.0,0
77.0,79.0,37.0,35.0,-595.0,1.3273289000000001,55.486861999999995,31.0,0
75.0,79.0,37.0,35.0,-496.0,0.48694550000000003,0.8148140300000009,31.0,0
77.0,79.0,37.0,35.0,-559.0,0.25659367,0.09427874000000003,31.0,0
77.0,79.0,37.0,35.0,-636.0,1.2417058,50.35246,31.0,0
61.0,79.0,37.0,35.0,-603.0,0.4001547999999999,0.823647900000001,31.0,0
77.0,79.0,37.0,35.0,-487.0,0.02533362600000011,0.060898135999998715,31.0,0
77.0,79.0,37.0,35.0,-527.0,1.5616257000000002,49.34373,31.0,0
83.0,79.0,37.0,34.0,-604.0,0.40412834,0.06363078000000044,31.0,0
77.0,79.0,37.0,34.0,-418.0,0.20271956999999996,0.029725706000000685,31.0,0
66.0,79.0,37.0,34.0,-406.0,1.1428118,53.00383,31.0,0
75.0,79.0,37.0,34.0,-428.0,0.15830900000000003,0.0332643130000001,31.0,0
77.0,79.0,37.0,34.0,-528.0,1.0130014000000003,0.2779073399999987,31.0,0
77.0,80.0,37.0,34.0,-419.0,0.2070244400000001,0.1419040900000006,31.0,0
77.0,80.0,37.0,34.0,-544.0,0.0,0.0,31.0,0
77.0,80.0,37.0,34.0,-503.0,0.0126415849999999,0.03233328499999999,31.0,0
77.0,80.0,37.0,34.0,-551.0,1.056768,61.715927,31.0,0
71.0,81.0,37.0,34.0,-594.0,2.2952018,9.425252,31.0,0
72.0,80.0,37.0,34.0,-501.0,0.12719831000000004,0.06359915399999849,31.0,0
77.0,80.0,37.0,34.0,-594.0,2.1791024,123.39847600000002,31.0,0
77.0,79.0,37.0,34.0,-604.0,2.550832,57.47615400000001,31.0,0
77.0,79.0,37.0,34.0,-639.0,1.5166386,8.219563500000001,31.0,0
75.0,80.0,37.0,34.0,-500.0,0.012660496000000077,0.03213818000000046,31.0,0
77.0,81.0,37.1,34.0,-652.0,1.3383423,65.610825,31.0,0
48.0,79.0,37.1,34.0,-911.0,2.1117496,13.549988000000003,23.0,0
42.0,77.0,37.1,34.0,-218.0,0.36542183000000006,5.569709,23.0,0
35.0,77.0,37.1,34.0,-285.0,1.4212711,0.6240970499999996,23.0,0
38.0,77.0,37.1,34.0,-466.0,2.149946,1.1145074000000008,23.0,0
38.0,79.0,37.1,34.0,-221.0,1.7561140999999998,0.19604036000000136,23.0,0
39.0,78.0,37.1,34.0,-257.0,1.8684701999999997,0.1651860599999999,23.0,0
41.0,78.0,37.1,34.0,-219.0,0.22909417999999993,0.06358334400000132,23.0,0
60.0,79.0,37.1,34.0,-223.0,0.94553745,1.0468536999999998,23.0,0
47.0,79.0,37.1,34.0,-238.0,0.2045667,0.23525169999999918,23.0,0
75.0,78.0,37.1,34.0,-420.0,2.9751825,12.349842000000002,31.0,0
59.0,78.0,36.9,34.0,-469.0,1.0878503,0.31806925000000064,31.0,0
74.0,78.0,36.9,34.0,-639.0,2.8032176,0.16385277999999914,31.0,0
70.0,79.0,36.9,34.0,-406.0,0.03273800400000004,0.05965591600000053,31.0,0
79.0,79.0,36.9,34.0,-537.0,0.60947204,0.06526592000000164,31.0,0
77.0,79.0,36.9,34.0,-487.0,0.012613325000000009,0.03104818599999959,31.0,0
86.0,78.0,36.9,34.0,-623.0,0.7565985,0.12569374999999638,31.0,0
77.0,78.0,36.9,34.0,-531.0,0.02528317000000002,0.052268089999998324,31.0,0
77.0,79.0,36.9,34.0,-526.0,0.012635294000000075,0.03328914200000099,31.0,0
66.0,79.0,36.9,34.0,-457.0,0.0,0.0,31.0,0
77.0,79.0,36.9,34.0,-526.0,0.0,0.15555001999999973,31.0,0
74.0,79.0,36.9,34.0,-544.0,1.0503526,0.17461228000000162,31.0,0
69.0,79.0,36.9,34.0,-425.0,0.18283231999999994,0.4720133199999985,31.0,0
52.0,79.0,36.9,34.0,-430.0,0.15074455999999992,0.3786820000000013,31.0,0
74.0,78.0,36.9,34.0,-549.0,0.03421851599999992,0.035189252000002114,31.0,0
55.0,81.0,36.9,34.0,-397.0,3.9560130000000004,4.165258999999999,23.0,0
58.0,81.0,36.9,33.0,-771.0,2.022497,0.9110850699999986,23.0,0
49.0,81.0,36.9,33.0,-428.0,7.0914664,0.8304070000000046,23.0,0
52.0,82.0,36.9,33.0,-326.0,0.09719342999999991,0.09037284000000056,23.0,0
55.0,81.0,36.9,33.0,-364.0,0.15773744999999995,0.12662745000000086,23.0,0
49.0,82.0,36.9,33.0,-313.0,0.41800572999999996,0.7742468000000002,23.0,0
50.0,81.0,36.9,33.0,-388.0,0.0,0.0,23.0,0
46.0,77.0,38.4,54.0,-263.0,4.6576014,0.5363667600000035,23.0,1
55.0,74.0,38.4,54.0,-233.0,2.6596367,0.7155133000000014,23.0,1
37.0,76.0,38.4,54.0,-238.0,0.2390886000000001,0.0667110760000007,23.0,1
39.0,76.0,38.4,54.0,-192.0,3.9152157,1.0572561,23.0,1
29.0,76.0,38.4,54.0,-192.99999999999997,0.14571935000000003,0.0,23.0,1
32.0,76.0,38.4,54.0,-196.0,0.07271501000000002,0.022784036000000896,23.0,1
37.0,76.0,38.4,54.0,-233.0,3.9018862,1.8546928999999999,23.0,1
76.0,74.0,36.1,54.0,-35.00000000000006,0.0,0.0,23.0,1
86.0,76.0,35.7,54.0,-82.0,0.4294070299999999,0.21470352000000048,23.0,1
86.0,76.0,35.7,54.0,-285.0,5.058155,11.206359,23.0,1
30.999999999999996,75.0,35.7,54.0,-146.00000000000003,1.9933379,3.004507799999999,23.0,1
59.0,73.0,35.7,54.0,-417.0,7.384021,8.813665000000002,23.0,1
32.0,73.0,35.7,54.0,-150.00000000000003,0.0,0.0,23.0,1
33.0,76.0,35.7,54.0,-441.0,6.560603,33.06108,23.0,1
39.0,76.0,35.7,54.0,-194.99999999999997,3.6175988000000006,0.3611777399999987,23.0,1
30.999999999999996,75.0,35.7,54.0,-244.0,6.550701600000001,1.9142182000000005,23.0,1
26.0,75.0,35.7,54.0,-148.0,1.7134851999999998,7.178975000000003,23.0,1
26.0,75.0,35.7,54.0,-157.0,3.3968863,0.26897874000000144,23.0,1
29.0,75.0,35.3,54.0,-114.99999999999994,1.4157854,0.0,23.0,1
26.0,75.0,35.3,54.0,-97.0,4.154089,1.7882223999999987,23.0,1
26.0,75.0,35.3,54.0,-141.99999999999997,0.9436229,0.0,23.0,1
30.0,75.0,35.3,54.0,-112.0,1.4129555000000003,0.013062763000000643,23.0,1
46.0,75.0,35.3,54.0,-131.0,3.8699467,12.092917,23.0,1
38.0,75.0,35.3,54.0,-260.0,1.7428927,0.20563034999999985,23.0,1
52.0,74.0,35.3,54.0,-525.0,2.7294667,0.3654516000000001,23.0,1
53.0,74.0,35.3,54.0,-316.0,2.4097629,0.0,23.0,1
48.0,77.0,35.3,54.0,-304.0,1.2516608000000002,0.4443335200000007,23.0,1
27.0,77.0,35.3,54.0,-111.0,8.990784,0.8027572599999999,23.0,1
42.0,76.0,35.3,54.0,-159.0,4.352478,0.5388182000000015,23.0,1
24.0,76.0,35.3,54.0,-98.0,0.2438977,0.6235909999999976,23.0,1
58.0,76.0,35.3,54.0,-356.0,1.3096629,0.0,23.0,1
29.0,76.0,35.3,54.0,-124.99999999999997,0.8518023500000002,0.15860981000000507,23.0,1
24.0,76.0,35.3,54.0,-110.0,1.3191568,0.08649416000000087,23.0,1
47.0,77.0,35.3,54.0,-89.0,2.293955,0.7498259500000017,23.0,1
35.0,77.0,35.3,54.0,-104.0,0.6177460999999999,0.0,23.0,1
47.0,77.0,35.3,54.0,-104.0,0.9458256400000001,0.030978935000000263,23.0,1
41.0,77.0,35.5,54.0,-192.0,2.1184306,0.12822080000000113,23.0,1
47.0,78.0,35.5,54.0,-259.0,6.750586000000001,47.747974,23.0,1
43.0,77.0,35.5,54.0,-186.0,5.784161,65.311386,23.0,1
25.000000000000004,77.0,35.5,54.0,-104.0,1.5443088,1.3810241999999988,23.0,1
45.0,77.0,35.5,54.0,-100.0,0.23211190000000004,0.012572727999998534,23.0,1
42.0,77.0,35.5,53.0,-293.0,4.927783999999999,16.585846000000004,23.0,1
27.0,76.0,35.5,53.0,-170.00000000000003,2.4237254,0.818161700000001,23.0,1
74.0,76.0,35.5,53.0,-335.0,0.5129248499999999,1.0251249000000016,23.0,1
41.0,75.0,35.5,53.0,-113.0,8.147759,6.987132500000001,23.0,1
41.0,75.0,35.5,53.0,-208.0,4.922816,1.2946483999999998,23.0,1
24.0,75.0,35.5,53.0,-112.0,3.2153041,1.1676184999999997,23.0,1
42.0,75.0,35.5,53.0,-169.0,3.015933,0.4169347600000002,23.0,1
39.0,78.0,35.5,53.0,-298.0,4.7230425,118.08139,23.0,1
32.0,78.0,35.5,53.0,-301.0,5.801414,4.518245,23.0,1
35.0,78.0,35.5,53.0,-182.0,2.0652733,1.4436035999999994,23.0,1
35.0,78.0,35.5,53.0,-211.0,0.3649951199999999,0.24973350999999866,23.0,1
74.0,77.0,35.5,53.0,-232.0,2.4886203,87.595695,23.0,1
37.0,78.0,35.6,53.0,-372.0,6.071788,72.94038,23.0,1
46.0,78.0,35.6,53.0,-617.0,4.659549,4.037967700000003,23.0,1
42.0,78.0,35.6,53.0,-287.0,2.4808192,57.557827,23.0,1
86.0,78.0,35.6,53.0,-197.00000000000003,0.6617304000000002,0.3468983200000011,23.0,1
49.0,77.0,35.6,53.0,-165.00000000000003,3.8484626000000004,117.00904,23.0,1
45.0,77.0,35.6,53.0,-248.0,5.4064236,3.0105804999999997,23.0,1
68.0,78.0,35.6,53.0,-192.99999999999997,3.4978073,3.045064,23.0,1
26.0,75.0,35.6,53.0,-114.99999999999994,4.3006167,6.849058599999999,23.0,1
26.0,75.0,35.6,53.0,-119.99999999999997,0.17482719999999996,0.24141651000000053,23.0,1
39.0,76.0,35.9,53.0,-182.99999999999997,1.3029712,0.7089945700000015,23.0,1
33.0,68.0,35.9,53.0,-218.0,1.8895102,59.49262,23.0,1
46.0,68.0,35.9,53.0,-371.0,2.8881059,120.16242,23.0,1
38.0,69.0,35.9,53.0,-243.0,2.7261763,124.9527,23.0,1
48.0,68.0,35.9,53.0,-213.0,2.4910374,104.54863,23.0,1
44.0,67.0,35.9,53.0,-407.0,2.305523,64.05458,23.0,1
35.0,67.0,35.9,53.0,-197.00000000000003,0.05671770500000006,0.02205688500000136,23.0,1
35.0,67.0,35.9,53.0,-202.0,1.7411766999999998,0.6145044599999991,23.0,1
37.0,68.0,35.9,53.0,-122.00000000000006,2.9972956,0.5083940600000005,23.0,1
37.0,68.0,35.9,53.0,-158.0,1.6054443999999999,7.575941000000002,23.0,1
35.0,68.0,36.1,53.0,-180.00000000000003,0.8089091000000002,0.46316962999999944,23.0,1
40.0,69.0,36.1,53.0,-199.0,1.1306288000000002,5.7164693,23.0,1
37.0,67.0,36.1,53.0,-357.0,4.335294,109.86401000000001,23.0,1
34.0,67.0,36.1,53.0,-176.00000000000003,3.4743042,53.144904999999994,23.0,1
37.0,67.0,36.1,53.0,-191.0,0.12915435000000008,2.5553589999999993,23.0,1
54.0,67.0,36.1,53.0,-247.0,1.6553925,25.055219999999995,23.0,1
39.0,67.0,36.1,53.0,-152.00000000000006,1.5168091,33.71575,23.0,1
40.0,67.0,36.1,53.0,-289.0,1.5264244,61.138195,23.0,1
42.0,68.0,36.1,52.0,-251.0,3.9758829999999996,7.702106000000001,23.0,1
35.0,68.0,36.1,52.0,-172.99999999999997,0.012651033999999894,0.0,23.0,1
37.0,69.0,36.1,52.0,-192.99999999999997,0.58263046,0.1809169699999984,23.0,1
37.0,69.0,36.1,52.0,-219.0,0.1462297400000001,0.09045388999999915,23.0,1
82.0,70.0,36.1,52.0,-740.0,3.3825366,103.6457,23.0,0
42.0,69.0,36.1,52.0,-241.0,4.4930654,6.745208000000002,23.0,1
36.0,70.0,36.1,52.0,-175.00000000000003,5.383863400000001,1.2480055000000014,23.0,1
86.0,69.0,36.1,52.0,-987.0,3.6142778,4.082259700000002,23.0,0
37.0,69.0,36.1,52.0,-263.0,0.20532353000000003,0.13242759999999976,23.0,1
35.0,69.0,36.1,52.0,-221.0,1.0242472,0.052793737999998314,23.0,1
35.0,69.0,36.1,52.0,-185.00000000000003,0.030062998000000007,0.25795989999999946,23.0,1
36.0,69.0,36.1,52.0,-185.00000000000003,0.23547971000000012,0.21512961000000175,23.0,1
35.0,69.0,36.1,52.0,-212.0,0.1015586260000001,0.06520112600000161,23.0,1
35.0,69.0,36.1,52.0,-172.0,0.17676435000000001,0.13463147999999947,23.0,1
42.0,69.0,36.1,52.0,-207.0,1.8961365999999997,2.372656599999999,23.0,1
36.0,69.0,36.1,52.0,-165.00000000000003,0.6864103,1.5340433000000004,23.0,1
86.0,69.0,36.1,52.0,-246.0,0.07443015999999991,0.07661214999999899,23.0,1
86.0,70.0,36.1,52.0,-171.0,2.4387355,4.797102500000001,23.0,1
43.0,70.0,36.1,52.0,-333.0,8.013264,7.106542600000001,23.0,1
39.0,70.0,36.1,52.0,-286.0,0.14079425000000012,0.1172069599999972,23.0,1
86.0,71.0,36.1,52.0,-556.0,0.09169716000000006,0.08391384000000102,23.0,0
37.0,70.0,35.4,52.0,-206.0,5.7527347,14.036838000000003,23.0,1
35.0,70.0,35.4,52.0,-182.99999999999997,0.29423007,0.16033477999999945,23.0,1
59.0,70.0,35.4,52.0,-469.0,0.08676774999999992,0.08749688400000011,23.0,1
35.0,70.0,35.4,52.0,-198.00000000000003,2.3953786,7.757948400000002,23.0,1
35.0,70.0,35.4,52.0,-214.0,8.723892999999999,10.434513000000003,23.0,1
35.0,70.0,35.4,52.0,-162.99999999999997,0.89752597,2.082589900000002,23.0,1
36.0,70.0,35.4,52.0,-182.0,0.13905900000000004,0.08140039399999921,23.0,1
37.0,70.0,35.4,52.0,-160.00000000000003,0.61944324,1.7732320000000001,23.0,1
35.0,70.0,35.4,52.0,-154.0,2.6953707,9.430886,23.0,1
35.0,70.0,35.4,52.0,-246.0,0.1268924600000001,0.15091226999999918,23.0,1
35.0,70.0,35.4,52.0,-476.0,1.6963136,0.5155629499999996,23.0,1
42.0,70.0,35.4,52.0,-188.0,3.3886185,0.20496655000000175,23.0,1
35.0,71.0,35.4,52.0,-162.0,0.09943092599999992,0.1487817299999996,23.0,1
35.0,71.0,35.4,52.0,-153.0,1.0136656,1.8212030000000006,23.0,1
36.0,71.0,35.4,52.0,-152.00000000000006,0.03029039900000008,0.04361817199999862,23.0,1
35.0,71.0,34.6,52.0,-192.99999999999997,0.022051409999999994,0.02277837899999824,23.0,1
35.0,71.0,34.6,52.0,-161.00000000000003,0.15184504,0.11570301000000072,23.0,1
36.0,71.0,34.6,52.0,-204.0,3.1905568,3.5685262999999985,23.0,1
42.0,71.0,34.6,52.0,-156.0,0.18436220000000003,0.15892458000000076,23.0,1
40.0,71.0,34.6,52.0,-340.0,1.2160876000000003,0.11198888999999568,23.0,1
50.0,71.0,34.6,52.0,-196.0,3.0861707,2.304240499999999,23.0,1
38.0,71.0,34.6,52.0,-155.00000000000003,0.3173280700000001,1.0729289999999985,23.0,1
35.0,71.0,34.6,52.0,-148.0,0.04441126400000006,0.14172775000000115,23.0,1
35.0,71.0,34.6,52.0,-160.00000000000003,0.52829236,1.5800125999999999,23.0,1
36.0,71.0,34.6,52.0,-170.00000000000003,2.2628322,0.978752140000001,23.0,1
35.0,71.0,34.6,52.0,-199.0,0.1602949600000001,0.11858432000000008,23.0,1
35.0,71.0,34.6,52.0,-186.0,0.3716659200000001,0.031032769999999488,23.0,1
35.0,71.0,34.6,52.0,-160.00000000000003,0.43736812000000014,51.792,23.0,1
37.0,71.0,34.6,52.0,-179.0,0.56517404,51.789345,23.0,1
35.0,72.0,34.6,52.0,-309.0,6.8053746,8.747341,23.0,1
36.0,71.0,34.6,52.0,-209.0,0.014593711000000065,0.0,23.0,1
35.0,71.0,34.6,52.0,-162.0,0.8072949,51.763634,23.0,1
38.0,72.0,34.6,52.0,-158.0,0.5539110999999999,0.15625,23.0,1
38.0,72.0,34.6,52.0,-172.0,1.0242591,2.1222531999999994,23.0,1
35.0,72.0,34.6,52.0,-203.0,1.528427,61.04486,23.0,1
35.0,73.0,34.6,52.0,-170.00000000000003,0.7485524000000001,51.685287,23.0,1
43.0,73.0,34.6,52.0,-201.0,3.0373592,52.431248,23.0,1
43.0,72.0,34.6,52.0,-253.0,8.443622,57.426735,23.0,1
36.0,72.0,34.6,52.0,-160.00000000000003,0.5770595999999999,52.153435,23.0,1
35.0,72.0,34.6,52.0,-167.99999999999997,0.56891376,52.16037,23.0,1
73.0,72.0,34.6,52.0,-167.99999999999997,0.75836337,28.98873,23.0,1
26.0,72.0,33.8,52.0,-309.0,3.1251943,58.448759999999986,23.0,1
35.0,73.0,33.8,52.0,-279.0,0.37418324000000003,0.054078332999999645,23.0,1
36.0,73.0,33.8,52.0,-223.0,0.45017975999999993,51.713886,23.0,1
35.0,73.0,33.8,52.0,-154.0,0.43467462,51.675583,23.0,1
35.0,73.0,33.8,52.0,-155.00000000000003,0.37427619999999995,0.0346866470000009,23.0,1
35.0,73.0,33.8,52.0,-180.00000000000003,0.5519912999999999,0.16778589999999838,23.0,1
35.0,73.0,33.8,52.0,-172.0,2.8559847,3.9578905000000013,23.0,1
37.0,73.0,33.8,52.0,-165.00000000000003,2.0740745,120.77187,23.0,1
36.0,73.0,33.8,52.0,-166.0,0.6997646,51.738148,23.0,1
39.0,73.0,33.8,52.0,-210.0,6.188695,52.03621,23.0,1
35.0,73.0,33.8,52.0,-184.0,0.15010981,0.14186468999999846,23.0,1
37.0,73.0,33.8,52.0,-181.0,1.0352484,52.079132,23.0,1
55.0,72.0,33.8,52.0,-171.0,0.48039593999999997,52.080746,23.0,1
35.0,73.0,33.8,52.0,-171.0,0.44701287,51.900726,23.0,1
44.0,73.0,33.3,51.0,-219.0,0.9804416300000001,56.480858,23.0,1
47.0,73.0,33.3,51.0,-172.99999999999997,2.6811783,52.691902,23.0,1
35.0,73.0,33.3,51.0,-536.0,1.5598817,44.726467,23.0,1
42.0,73.0,33.3,51.0,-171.0,0.014553837500000055,0.009702559000000832,23.0,1
40.0,73.0,33.3,51.0,-172.99999999999997,0.04930171400000005,0.022100769000001463,23.0,1
35.0,73.0,33.3,51.0,-165.00000000000003,0.6201475,0.19143051,23.0,1
35.0,73.0,33.3,51.0,-165.00000000000003,0.05694595000000002,0.03780241700000175,23.0,1
35.0,73.0,33.3,51.0,-228.0,1.9407573,1.905836799999996,23.0,1
50.0,73.0,33.3,51.0,-231.0,3.3582563,99.986626,23.0,1
35.0,73.0,33.3,51.0,-208.0,1.6110481,53.00974,23.0,1
35.0,73.0,33.3,51.0,-246.0,0.879076,58.510815,23.0,1
36.0,73.0,32.5,51.0,-172.0,2.4645424,52.55171,23.0,1
35.0,72.0,32.5,51.0,-169.0,0.4276704,51.67029,23.0,1
37.0,72.0,32.5,51.0,-192.99999999999997,0.9649338000000001,51.83146,23.0,1
37.0,72.0,32.5,51.0,-157.0,0.6115037000000001,54.35761299999999,23.0,1
38.0,73.0,32.5,51.0,-169.0,0.7950344700000002,51.79203,23.0,1
45.0,72.0,32.5,51.0,-180.00000000000003,0.029100448000000112,0.0,23.0,1
35.0,73.0,32.5,51.0,-155.00000000000003,0.41454180000000007,51.675827,23.0,1
42.0,73.0,32.5,51.0,-180.00000000000003,0.85458314,8.611065000000002,23.0,1
45.0,73.0,32.5,51.0,-371.0,1.8465601,8.257452,23.0,1
35.0,73.0,32.5,51.0,-210.0,2.7923658,55.399624,23.0,1
35.0,73.0,32.5,51.0,-196.0,0.4131610400000001,0.07487786600000135,23.0,1
86.0,73.0,32.5,51.0,-161.00000000000003,0.10826474000000008,0.09663898999999887,23.0,1
37.0,73.0,32.5,51.0,-167.0,4.2569857,58.537567,23.0,1
38.0,73.0,32.5,51.0,-196.0,5.2922997,0.20995609999999942,23.0,1
38.0,73.0,32.5,51.0,-209.0,0.1644125999999999,0.11073671999999846,23.0,1
50.0,73.0,32.3,51.0,-449.0,0.95038515,51.93815,23.0,1
50.0,73.0,32.3,51.0,-200.0,2.9691103,2.0441377000000003,23.0,1
50.0,73.0,32.3,51.0,-196.0,0.9301175000000002,51.99612,23.0,1
50.0,73.0,32.3,51.0,-221.0,0.043704940000000025,0.0,23.0,1
50.0,73.0,32.3,51.0,-230.0,0.5209791700000002,51.99241,23.0,1
51.0,73.0,32.3,51.0,-197.00000000000003,0.3405199299999999,0.0,23.0,1
50.0,73.0,32.3,51.0,-199.0,0.39631795999999997,51.829826,23.0,1
50.0,73.0,32.3,51.0,-188.0,0.22300607000000006,0.1348239299999996,23.0,1
50.0,73.0,32.3,51.0,-242.0,0.78149325,51.916157,23.0,1
50.0,73.0,32.3,51.0,-199.0,0.5658904999999999,1.5441560999999986,23.0,1
35.0,73.0,32.3,51.0,-167.99999999999997,0.3984977599999999,0.0,23.0,1
35.0,73.0,32.3,51.0,-158.0,0.46062896,51.852413,23.0,1
35.0,73.0,32.3,51.0,-172.99999999999997,0.26582854999999994,0.1618719000000013,23.0,1
44.0,73.0,32.3,51.0,-191.0,5.0122104,35.208546,23.0,1
37.0,73.0,32.3,51.0,-316.0,0.1060267800000001,0.07375775999999945,23.0,1
35.0,73.0,32.2,51.0,-160.00000000000003,0.07836762000000008,0.03469526399999978,23.0,1
35.0,72.0,32.2,51.0,-162.0,2.792082,53.25330000000001,23.0,1
75.0,75.0,32.2,51.0,-930.0,0.15544489000000006,0.13337705,23.0,0
69.0,73.0,32.2,51.0,-201.0,7.081416,17.48738,23.0,1
49.0,74.0,32.2,51.0,-313.0,2.4789662,17.716938,23.0,1
34.0,77.0,32.2,51.0,-159.0,0.19681528000000004,5.4463539999999995,23.0,1
90.0,75.0,32.2,51.0,-269.0,0.5174759599999998,5.867403500000002,23.0,1
26.0,74.0,32.2,51.0,-145.00000000000003,0.09869901999999997,0.12319189000000108,23.0,1
50.0,74.0,32.2,51.0,-123.0,0.67962164,0.0617617629999998,23.0,1
46.0,74.0,32.2,51.0,-145.00000000000003,4.0432944,0.282593219999999,23.0,1
46.0,74.0,32.2,51.0,-236.0,0.6550144,0.0637258739999993,23.0,1
43.0,74.0,32.2,51.0,-124.0,1.7230740999999998,5.9779230000000005,23.0,1
45.0,75.0,32.2,51.0,-172.0,0.19959116999999993,0.2851649800000011,23.0,1
