timestamp,cpu_usage,memory_usage,temperature,battery_drain,upload_speed_kbps,download_speed_kbps,Target
2026-02-22 17:29:51,77.0,75.0,33.2,-308.0,0.0,0.0,0
2026-02-22 17:30:03,93.0,75.0,33.2,-441.0,7.612117,111.01292399999997,0
2026-02-22 17:30:15,50.0,75.0,33.2,-296.0,0.8422760400000001,0.14111047999999826,1
2026-02-22 17:30:19,41.0,75.0,33.2,-229.0,1.7524115,0.2958395799999991,1
2026-02-22 17:30:23,41.0,77.0,33.2,-224.0,1.5510539000000003,0.9219991599999986,1
2026-02-22 17:30:27,44.0,77.0,33.2,-342.0,2.4548652,5.197097299999999,1
2026-02-22 17:30:35,53.0,76.0,33.2,-259.0,3.7561777000000003,74.11498,1
2026-02-22 17:30:39,60.0,77.0,33.2,-494.0,1.6927892,0.4927697799999997,0
2026-02-22 17:30:47,82.0,79.0,33.2,-751.0,0.9587803,0.0618725100000006,0
2026-02-22 17:30:55,86.0,79.0,33.5,-668.0,3.3072007,0.25638726000000034,0
2026-02-22 17:30:59,69.0,80.0,33.5,-587.0,0.8304549,0.0,0
2026-02-22 17:31:11,67.0,80.0,33.5,-586.0,0.07188821600000006,0.031086795000000222,0
2026-02-22 17:31:27,61.0,80.0,33.5,-570.0,2.830088,18.864176,0
2026-02-22 17:31:31,66.0,81.0,33.5,-578.0,3.7570190000000006,86.37304,0
2026-02-22 17:31:35,63.0,81.0,33.5,-506.0,0.8263035000000001,2.6068369999999987,0
2026-02-22 17:31:39,63.0,81.0,33.5,-742.0,1.5414153000000002,2.6367917,0
2026-02-22 17:31:43,67.0,81.0,33.5,-645.0,1.2517667,80.89742,0
2026-02-22 17:31:47,63.0,81.0,34.0,-563.0,2.4448056,81.25938,0
2026-02-22 17:31:51,70.0,81.0,34.0,-509.0,0.15024038000000006,1.3314991999999997,0
2026-02-22 17:31:55,83.0,82.0,34.0,-897.9999999999998,0.9302914,1.5430174,0
2026-02-22 17:31:59,89.0,81.0,34.0,-613.0,0.0,0.0,0
2026-02-22 17:32:03,65.0,82.0,34.0,-523.0,0.9663545000000001,79.45835,0
2026-02-22 17:32:07,98.0,82.0,34.0,-520.0,1.421978,79.990456,0
2026-02-22 17:32:11,77.0,81.0,34.0,-659.0,1.5631317,79.78459999999998,0
2026-02-22 17:32:15,88.0,82.0,34.0,-580.0,0.8006841,0.0,0
2026-02-22 17:32:20,80.0,78.0,34.0,-432.0,1.3301497000000002,0.20879406999999617,0
2026-02-22 17:32:24,65.0,79.0,34.0,-428.0,8.707621,84.86660999999998,0
2026-02-22 17:32:28,100.0,78.0,34.0,-670.0,0.74368805,0.09207798499999953,0
2026-02-22 17:32:32,65.0,78.0,34.0,-466.0,1.2259907,80.104866,0
2026-02-22 17:32:36,70.0,78.0,34.0,-491.0,0.07874720000000002,0.055414694999999625,0
2026-02-22 17:32:40,89.0,78.0,34.0,-415.0,0.0,0.0,0
2026-02-22 17:32:44,89.0,79.0,34.0,-499.0,1.5717844,80.761086,0
2026-02-22 17:32:48,72.0,79.0,34.0,-536.0,0.20648708999999998,1.3616002000000016,0
2026-02-22 17:32:52,65.0,79.0,34.0,-395.0,0.13784189999999996,1.3149680000000004,0
2026-02-22 17:32:56,65.0,78.0,34.0,-372.0,0.22058479999999991,0.18942048999999983,0
2026-02-22 17:33:00,89.0,79.0,34.0,-435.0,1.3078440000000002,79.48493,0
2026-02-22 17:33:04,60.0,79.0,34.0,-617.0,0.05946624700000003,0.3901862999999999,0
2026-02-22 17:33:08,63.0,79.0,34.0,-507.0,0.07549485599999994,0.08207021000000125,0
2026-02-22 17:33:12,62.0,79.0,34.0,-515.0,0.9651421300000002,66.409164,0
2026-02-22 17:33:20,71.0,80.0,34.0,-658.0,0.41700019999999993,0.13066167999999934,0
2026-02-22 17:33:24,88.0,80.0,34.0,-579.0,1.2734919,0.6791470599999982,0
2026-02-22 17:33:28,82.0,79.0,34.0,-560.0,0.0126415849999999,0.03525057399999909,0
2026-02-22 17:33:32,73.0,80.0,34.0,-614.0,0.14009962999999992,0.08318415000000101,0
2026-02-22 17:33:48,63.0,79.0,34.4,-246.0,7.666028,71.52526,1
2026-02-22 17:33:52,67.0,81.0,34.4,-495.0,0.6955669999999999,0.06363078000000044,0
2026-02-22 17:34:00,79.0,81.0,34.4,-841.0,0.5060679300000002,1.7352990000000013,0
2026-02-22 17:34:04,88.0,82.0,34.4,-523.0,1.1281483,12.434167,0
2026-02-22 17:34:08,75.0,82.0,34.4,-549.0,1.6022642999999999,79.31159,0
2026-02-22 17:34:12,73.0,82.0,34.4,-810.0,0.03788703300000007,0.20230703000000005,0
2026-02-22 17:34:16,55.0,82.0,34.4,-428.0,0.1273565700000001,0.06367828999999858,0
2026-02-22 17:34:20,73.0,82.0,34.4,-534.0,1.7647083,79.68673,0
2026-02-22 17:34:24,86.0,82.0,34.4,-515.0,0.44239110000000004,0.5043064400000006,0
2026-02-22 17:34:28,70.0,82.0,34.4,-620.0,0.9507803300000001,80.16496,0
2026-02-22 17:34:32,66.0,82.0,34.4,-639.0,0.15248167999999995,0.1029494100000008,0
2026-02-22 17:34:36,87.0,82.0,34.4,-697.0,1.6843398,54.608833000000004,0
2026-02-22 17:34:40,63.0,82.0,34.4,-613.0,0.6101691000000001,1.243937299999999,0
2026-02-22 17:34:44,72.0,82.0,34.4,-576.0,1.1680834,0.39179160000000124,0
2026-02-22 17:34:48,84.0,82.0,34.6,-603.0,0.037934203000000055,0.08243394000000137,0
2026-02-22 17:34:52,62.0,81.0,34.6,-856.0,1.003291,41.578136,0
2026-02-22 17:34:56,65.0,81.0,34.6,-727.0,2.2480419,0.5657242999999994,0
2026-02-22 17:35:00,72.0,81.0,34.6,-758.0,0.3472978,54.45338,0
2026-02-22 17:35:04,81.0,81.0,34.6,-460.0,0.21480001999999998,0.09039096000000413,0
2026-02-22 17:35:12,65.0,81.0,34.6,-549.0,2.5308475,4.701256300000004,0
2026-02-22 17:35:16,89.0,82.0,34.6,-531.0,1.6119604,51.582733,0
2026-02-22 17:35:20,88.0,82.0,34.6,-691.0,0.09247289999999997,8.9820385,0
2026-02-22 17:35:24,82.0,82.0,34.6,-624.0,0.0,0.0,0
2026-02-22 17:35:28,88.0,81.0,34.6,-738.0,0.6549371999999999,0.05064198399999853,0
2026-02-22 17:35:32,78.0,81.0,34.6,-566.0,1.2540504000000001,105.06688,0
2026-02-22 17:35:40,55.0,81.0,34.6,-607.0,2.4304583,0.6208737999999983,0
2026-02-22 17:35:48,71.0,82.0,34.6,-545.0,0.025314681000000006,0.06328669999999903,0
2026-02-22 17:35:52,63.0,82.0,34.6,-743.0,1.0216159,39.41708,0
2026-02-22 17:35:56,65.0,82.0,34.6,-441.0,0.6675206400000001,0.0801219599999996,0
2026-02-22 17:36:00,54.0,82.0,34.6,-518.0,0.14995994,0.9549312999999984,0
2026-02-22 17:36:04,69.0,82.0,34.6,-460.0,1.8708958999999998,123.62102499999997,0
2026-02-22 17:36:12,62.0,82.0,34.6,-560.0,0.23013752999999992,0.1546426899999993,0
2026-02-22 17:36:20,66.0,81.0,34.6,-897.0,0.012625869999999928,0.03132187199999947,0
2026-02-22 17:36:25,66.0,82.0,34.6,-563.0,0.13662635999999995,0.09165148999999673,0
2026-02-22 17:36:33,63.0,81.0,34.6,-553.0,0.5795067,0.8915487499999983,0
2026-02-22 17:36:37,63.0,81.0,34.6,-600.0,0.4740452800000001,0.5042206600000014,0
2026-02-22 17:36:41,73.0,81.0,34.6,-584.0,1.0302491000000003,1.1985968000000007,0
2026-02-22 17:36:45,68.0,81.0,34.6,-571.0,0.037972019999999995,0.09249595,0
2026-02-22 17:36:49,63.0,81.0,34.8,-497.0,0.1689596499999999,0.23143825000000007,0
2026-02-22 17:36:57,64.0,81.0,34.8,-377.0,0.012610194000000075,0.02861543999999938,0
2026-02-22 17:37:01,61.0,81.0,34.8,-475.0,0.054307587000000046,0.08426199999999895,0
2026-02-22 17:37:05,64.0,82.0,34.8,-589.0,1.4906067,130.65521,0
2026-02-22 17:37:09,67.0,82.0,34.8,-675.0,0.11451863000000007,0.1390236800000011,0
2026-02-22 17:37:13,70.0,81.0,34.8,-594.0,0.22882105000000008,0.4386750200000016,0
2026-02-22 17:37:17,76.0,82.0,34.8,-650.0,0.012629011000000023,0.032058257999999284,0
2026-02-22 17:37:25,64.0,81.0,34.8,-497.0,0.0,0.0,0
2026-02-22 17:37:29,52.0,81.0,34.8,-481.0,0.8347290000000002,13.441396000000001,0
2026-02-22 17:37:33,56.0,81.0,34.8,-484.0,0.3767400000000001,129.31139999999996,0
2026-02-22 17:37:37,52.0,81.0,34.8,-364.0,0.11697393000000011,0.12498251999999965,0
2026-02-22 17:37:41,49.0,81.0,34.8,-474.0,1.6726514,67.91222,0
2026-02-22 17:37:45,57.0,81.0,34.8,-695.0,8.051183,87.57044000000002,0
2026-02-22 17:37:49,90.0,82.0,34.7,-414.0,0.14460403,0.6596952700000003,0
2026-02-22 17:37:57,72.0,80.0,34.7,-528.0,2.2483761,2.147369099999999,0
2026-02-22 17:38:01,61.0,80.0,34.7,-501.0,2.4033237,109.02013,0
2026-02-22 17:38:05,72.0,80.0,34.7,-576.0,0.17724694000000007,0.24298412999999996,0
2026-02-22 17:38:13,62.0,80.0,34.7,-572.0,1.425995,102.34968,0
2026-02-22 17:38:17,80.0,81.0,34.7,-527.0,0.09446677599999997,0.11272710600000124,0
2026-02-22 17:38:21,62.0,81.0,34.7,-509.0,0.043672359999999966,0.0,0
2026-02-22 17:38:29,53.0,81.0,34.7,-430.0,0.48645976,0.8388576999999984,0
2026-02-22 17:38:33,58.0,81.0,34.7,-439.0,0.3130257700000001,0.31351259999999925,0
2026-02-22 17:38:37,82.0,81.0,34.7,-367.0,1.9704113999999997,33.92891,0
2026-02-22 17:38:41,100.0,81.0,34.7,-461.0,3.0259821,79.672035,0
2026-02-22 17:38:49,67.0,79.0,34.8,-860.0000000000001,4.516967,43.355286,0
2026-02-22 17:38:53,66.0,80.0,34.8,-601.0,4.555671,52.27453,0
2026-02-22 17:38:57,96.0,79.0,34.8,-530.0,0.970971,0.10623792999999893,0
2026-02-22 17:39:01,69.0,79.0,34.8,-651.0,0.46253109999999986,0.14842777999999868,0
2026-02-22 17:39:05,64.0,79.0,34.8,-544.0,0.9751057000000001,0.0,0
2026-02-22 17:39:09,98.0,79.0,34.8,-539.0,3.665514,132.99878,0
2026-02-22 17:39:13,61.0,79.0,34.8,-440.0,0.6749018,0.0637894199999991,0
2026-02-22 17:39:17,63.0,79.0,34.8,-554.0,1.2266519,0.08401059999999916,0
2026-02-22 17:39:21,72.0,79.0,34.8,-569.0,2.1172614,68.20835,0
2026-02-22 17:39:25,61.0,79.0,34.8,-514.0,0.6868239000000002,0.02622948400000169,0
2026-02-22 17:39:29,54.0,79.0,34.8,-443.0,1.9161636,0.0,0
